,ticker,date,week number,open,close,original date,original close,volume
0,GNC,20140516,1,37.56,37.86,20140509,37.54,8521600
1,GNC,20140523,2,37.57,36.39,20140509,37.54,6097200
2,GNC,20140530,3,36.39,36.92,20140509,37.54,3861900
3,GNC,20140606,4,36.92,37.74,20140509,37.54,8447500
4,GNC,20140613,5,37.75,34.96,20140509,37.54,9930100
5,GNC,20140620,6,34.42,35.38,20140509,37.54,12528100
6,GNC,20140627,7,35.37,33.86,20140509,37.54,8515100
7,GNC,20140703,8,33.98,34.52,20140509,37.54,5588100
8,GNC,20140711,9,34.4,34.98,20140509,37.54,10100200
9,GNC,20140718,10,35.18,34.39,20140509,37.54,10217500
10,GNC,20140725,11,34.3,33.35,20140509,37.54,14989600
11,GNC,20140801,12,33.38,33.4,20140509,37.54,24705000
12,GNC,20140808,13,33.32,32.67,20140509,37.54,18171500
13,GNC,20140815,14,33.54,34.81,20140509,37.54,12295300
14,GNC,20140822,15,35.06,37.36,20140509,37.54,12751400
15,GNC,20140829,16,37.5,37.95,20140509,37.54,7548200
16,GNC,20140905,17,38.0,39.83,20140509,37.54,8133900
17,GNC,20140912,18,39.92,39.56,20140509,37.54,7495300
18,GNC,20140919,19,39.41,40.84,20140509,37.54,14845600
19,GNC,20140926,20,40.84,39.47,20140509,37.54,7218165
20,GNC,20141003,21,39.21,38.62,20140509,37.54,9088716
21,GNC,20141010,22,38.72,37.53,20140509,37.54,5705264
22,GNC,20141017,23,37.63,37.69,20140509,37.54,7255762
23,GNC,20141024,24,37.72,39.47,20140509,37.54,9360808
24,GNC,20141031,25,39.45,41.57,20140509,37.54,9761036
25,GNC,20141107,26,41.5,43.06,20140509,37.54,6268474
26,GNC,20151106,1,30.25,32.61,20151030,29.75,14921212
27,GNC,20151113,2,32.48,30.63,20151030,29.75,6842199
28,GNC,20151120,3,30.49,29.08,20151030,29.75,36707475
29,GNC,20151127,4,28.95,30.05,20151030,29.75,3205155
30,GNC,20151204,5,30.25,31.33,20151030,29.75,6160548
31,GNC,20151211,6,31.03,31.0,20151030,29.75,5309995
32,GNC,20151218,7,31.01,30.82,20151030,29.75,5783274
33,GNC,20151224,8,30.81,31.09,20151030,29.75,3481108
34,GNC,20151231,9,31.03,31.02,20151030,29.75,3408165
35,GNC,20160108,10,30.65,32.1,20151030,29.75,11308506
36,GNC,20160115,11,32.15,24.74,20151030,29.75,17253229
37,GNC,20160122,12,24.94,27.23,20151030,29.75,18209131
38,GNC,20160129,13,27.15,28.01,20151030,29.75,9636904
39,GNC,20160205,14,28.0,26.87,20151030,29.75,7256503
40,GNC,20160212,15,26.6,26.19,20151030,29.75,10821322
41,GNC,20160219,16,26.69,27.11,20151030,29.75,6411289
42,GNC,20160226,17,27.36,28.45,20151030,29.75,6189441
43,GNC,20160304,18,28.26,29.5,20151030,29.75,6748698
44,GNC,20160311,19,29.52,29.44,20151030,29.75,4730582
45,GNC,20160318,20,29.37,30.64,20151030,29.75,7073187
46,GNC,20160324,21,30.65,30.42,20151030,29.75,4705270
47,GNC,20160401,22,30.42,31.61,20151030,29.75,6306612
48,GNC,20160408,23,31.46,31.03,20151030,29.75,5272303
49,GNC,20160415,24,31.09,32.8,20151030,29.75,4335979
50,GNC,20160422,25,32.68,34.58,20151030,29.75,4821969
51,GNC,20160429,26,34.54,24.36,20151030,29.75,25595239
52,GNC,20160122,1,24.94,27.23,20160115,24.74,18209131
53,GNC,20160129,2,27.15,28.01,20160115,24.74,9636904
54,GNC,20160205,3,28.0,26.87,20160115,24.74,7256503
55,GNC,20160212,4,26.6,26.19,20160115,24.74,10821322
56,GNC,20160219,5,26.69,27.11,20160115,24.74,6411289
57,GNC,20160226,6,27.36,28.45,20160115,24.74,6189441
58,GNC,20160304,7,28.26,29.5,20160115,24.74,6748698
59,GNC,20160311,8,29.52,29.44,20160115,24.74,4730582
60,GNC,20160318,9,29.37,30.64,20160115,24.74,7073187
61,GNC,20160324,10,30.65,30.42,20160115,24.74,4705270
62,GNC,20160401,11,30.42,31.61,20160115,24.74,6306612
63,GNC,20160408,12,31.46,31.03,20160115,24.74,5272303
64,GNC,20160415,13,31.09,32.8,20160115,24.74,4335979
65,GNC,20160422,14,32.68,34.58,20160115,24.74,4821969
66,GNC,20160429,15,34.54,24.36,20160115,24.74,25595239
67,GNC,20160506,16,25.72,25.94,20160115,24.74,14441796
68,GNC,20160513,17,25.94,25.08,20160115,24.74,7037845
69,GNC,20160520,18,25.05,25.23,20160115,24.74,5915576
70,GNC,20160527,19,25.05,26.08,20160115,24.74,5370300
71,GNC,20160603,20,26.08,26.37,20160115,24.74,3722272
72,GNC,20160610,21,26.28,25.65,20160115,24.74,3403038
73,GNC,20160617,22,25.54,25.25,20160115,24.74,4430251
74,GNC,20160624,23,25.68,24.5,20160115,24.74,13050761
75,GNC,20160701,24,24.47,24.83,20160115,24.74,7972943
76,GNC,20160708,25,24.6,25.53,20160115,24.74,5932386
77,GNC,20160715,26,25.65,26.41,20160115,24.74,6697073
78,GNC,20160506,1,25.72,25.94,20160429,24.36,14441796
79,GNC,20160513,2,25.94,25.08,20160429,24.36,7037845
80,GNC,20160520,3,25.05,25.23,20160429,24.36,5915576
81,GNC,20160527,4,25.05,26.08,20160429,24.36,5370300
82,GNC,20160603,5,26.08,26.37,20160429,24.36,3722272
83,GNC,20160610,6,26.28,25.65,20160429,24.36,3403038
84,GNC,20160617,7,25.54,25.25,20160429,24.36,4430251
85,GNC,20160624,8,25.68,24.5,20160429,24.36,13050761
86,GNC,20160701,9,24.47,24.83,20160429,24.36,7972943
87,GNC,20160708,10,24.6,25.53,20160429,24.36,5932386
88,GNC,20160715,11,25.65,26.41,20160429,24.36,6697073
89,GNC,20160722,12,26.42,27.39,20160429,24.36,4115709
90,GNC,20160729,13,27.22,20.41,20160429,24.36,20987098
91,GNC,20160805,14,20.07,19.83,20160429,24.36,13182949
92,GNC,20160812,15,19.9,19.37,20160429,24.36,8992204
93,GNC,20160819,16,19.47,19.98,20160429,24.36,10409316
94,GNC,20160826,17,19.86,19.65,20160429,24.36,5990981
95,GNC,20160902,18,19.71,20.74,20160429,24.36,8713080
96,GNC,20160909,19,20.72,20.73,20160429,24.36,4754119
97,GNC,20160916,20,20.6,20.53,20160429,24.36,8831096
98,GNC,20160923,21,20.7,20.15,20160429,24.36,6783442
99,GNC,20160930,22,20.13,20.42,20160429,24.36,5523732
100,GNC,20161007,23,20.37,20.62,20160429,24.36,6865222
101,GNC,20161014,24,20.65,20.25,20160429,24.36,6265279
102,GNC,20161021,25,20.19,20.84,20160429,24.36,17626185
103,GNC,20161028,26,21.07,13.48,20160429,24.36,37015733
104,GNC,20160805,1,20.07,19.83,20160729,20.41,13182949
105,GNC,20160812,2,19.9,19.37,20160729,20.41,8992204
106,GNC,20160819,3,19.47,19.98,20160729,20.41,10409316
107,GNC,20160826,4,19.86,19.65,20160729,20.41,5990981
108,GNC,20160902,5,19.71,20.74,20160729,20.41,8713080
109,GNC,20160909,6,20.72,20.73,20160729,20.41,4754119
110,GNC,20160916,7,20.6,20.53,20160729,20.41,8831096
111,GNC,20160923,8,20.7,20.15,20160729,20.41,6783442
112,GNC,20160930,9,20.13,20.42,20160729,20.41,5523732
113,GNC,20161007,10,20.37,20.62,20160729,20.41,6865222
114,GNC,20161014,11,20.65,20.25,20160729,20.41,6265279
115,GNC,20161021,12,20.19,20.84,20160729,20.41,17626185
116,GNC,20161028,13,21.07,13.48,20160729,20.41,37015733
117,GNC,20161104,14,13.62,13.24,20160729,20.41,16735514
118,GNC,20161111,15,13.37,14.41,20160729,20.41,12432576
119,GNC,20161118,16,14.45,14.71,20160729,20.41,9084104
120,GNC,20161125,17,14.71,15.34,20160729,20.41,5138161
121,GNC,20161202,18,15.21,13.32,20160729,20.41,10562072
122,GNC,20161209,19,13.49,14.4,20160729,20.41,7888858
123,GNC,20161216,20,14.3,13.02,20160729,20.41,10871740
124,GNC,20161223,21,13.02,10.84,20160729,20.41,14675124
125,GNC,20161230,22,10.97,11.04,20160729,20.41,9283943
126,GNC,20170106,23,10.82,11.04,20160729,20.41,10578977
127,GNC,20170113,24,11.04,11.42,20160729,20.41,9382155
128,GNC,20170120,25,11.31,9.47,20160729,20.41,17577376
129,GNC,20170127,26,9.4,8.83,20160729,20.41,9805610
130,GNC,20161104,1,13.62,13.24,20161028,13.48,16735514
131,GNC,20161111,2,13.37,14.41,20161028,13.48,12432576
132,GNC,20161118,3,14.45,14.71,20161028,13.48,9084104
133,GNC,20161125,4,14.71,15.34,20161028,13.48,5138161
134,GNC,20161202,5,15.21,13.32,20161028,13.48,10562072
135,GNC,20161209,6,13.49,14.4,20161028,13.48,7888858
136,GNC,20161216,7,14.3,13.02,20161028,13.48,10871740
137,GNC,20161223,8,13.02,10.84,20161028,13.48,14675124
138,GNC,20161230,9,10.97,11.04,20161028,13.48,9283943
139,GNC,20170106,10,10.82,11.04,20161028,13.48,10578977
140,GNC,20170113,11,11.04,11.42,20161028,13.48,9382155
141,GNC,20170120,12,11.31,9.47,20161028,13.48,17577376
142,GNC,20170127,13,9.4,8.83,20161028,13.48,9805610
143,GNC,20170203,14,8.77,9.02,20161028,13.48,12870595
144,GNC,20170210,15,9.0,8.52,20161028,13.48,22195862
145,GNC,20170217,16,8.55,7.64,20161028,13.48,35221532
146,GNC,20170224,17,7.64,8.63,20161028,13.48,28200978
147,GNC,20170303,18,8.56,8.25,20161028,13.48,23319858
148,GNC,20170310,19,8.28,7.51,20161028,13.48,20646164
149,GNC,20170317,20,7.42,7.4,20161028,13.48,17792922
150,GNC,20170324,21,7.38,7.0,20161028,13.48,18323538
151,GNC,20170331,22,6.88,7.36,20161028,13.48,10347834
152,GNC,20170407,23,7.36,6.65,20161028,13.48,17549047
153,GNC,20170413,24,6.6,7.3,20161028,13.48,13167006
154,GNC,20170421,25,7.31,8.24,20161028,13.48,53529990
155,GNC,20170428,26,8.15,7.78,20161028,13.48,18690290
156,GNC,20161230,1,10.97,11.04,20161223,10.84,9283943
157,GNC,20170106,2,10.82,11.04,20161223,10.84,10578977
158,GNC,20170113,3,11.04,11.42,20161223,10.84,9382155
159,GNC,20170120,4,11.31,9.47,20161223,10.84,17577376
160,GNC,20170127,5,9.4,8.83,20161223,10.84,9805610
161,GNC,20170203,6,8.77,9.02,20161223,10.84,12870595
162,GNC,20170210,7,9.0,8.52,20161223,10.84,22195862
163,GNC,20170217,8,8.55,7.64,20161223,10.84,35221532
164,GNC,20170224,9,7.64,8.63,20161223,10.84,28200978
165,GNC,20170303,10,8.56,8.25,20161223,10.84,23319858
166,GNC,20170310,11,8.28,7.51,20161223,10.84,20646164
167,GNC,20170317,12,7.42,7.4,20161223,10.84,17792922
168,GNC,20170324,13,7.38,7.0,20161223,10.84,18323538
169,GNC,20170331,14,6.88,7.36,20161223,10.84,10347834
170,GNC,20170407,15,7.36,6.65,20161223,10.84,17549047
171,GNC,20170413,16,6.6,7.3,20161223,10.84,13167006
172,GNC,20170421,17,7.31,8.24,20161223,10.84,53529990
173,GNC,20170428,18,8.15,7.78,20161223,10.84,18690290
174,GNC,20170505,19,7.77,7.19,20161223,10.84,10372590
175,GNC,20170512,20,7.2,6.72,20161223,10.84,17404113
176,GNC,20170519,21,6.81,7.28,20161223,10.84,13258405
177,GNC,20170526,22,7.6,7.21,20161223,10.84,10595732
178,GNC,20170602,23,7.23,7.58,20161223,10.84,8038008
179,GNC,20170609,24,7.62,7.46,20161223,10.84,12155536
180,GNC,20170616,25,7.53,7.56,20161223,10.84,8226271
181,GNC,20170623,26,7.55,7.54,20161223,10.84,8288502
182,GNC,20170127,1,9.4,8.83,20170120,9.47,9805610
183,GNC,20170203,2,8.77,9.02,20170120,9.47,12870595
184,GNC,20170210,3,9.0,8.52,20170120,9.47,22195862
185,GNC,20170217,4,8.55,7.64,20170120,9.47,35221532
186,GNC,20170224,5,7.64,8.63,20170120,9.47,28200978
187,GNC,20170303,6,8.56,8.25,20170120,9.47,23319858
188,GNC,20170310,7,8.28,7.51,20170120,9.47,20646164
189,GNC,20170317,8,7.42,7.4,20170120,9.47,17792922
190,GNC,20170324,9,7.38,7.0,20170120,9.47,18323538
191,GNC,20170331,10,6.88,7.36,20170120,9.47,10347834
192,GNC,20170407,11,7.36,6.65,20170120,9.47,17549047
193,GNC,20170413,12,6.6,7.3,20170120,9.47,13167006
194,GNC,20170421,13,7.31,8.24,20170120,9.47,53529990
195,GNC,20170428,14,8.15,7.78,20170120,9.47,18690290
196,GNC,20170505,15,7.77,7.19,20170120,9.47,10372590
197,GNC,20170512,16,7.2,6.72,20170120,9.47,17404113
198,GNC,20170519,17,6.81,7.28,20170120,9.47,13258405
199,GNC,20170526,18,7.6,7.21,20170120,9.47,10595732
200,GNC,20170602,19,7.23,7.58,20170120,9.47,8038008
201,GNC,20170609,20,7.62,7.46,20170120,9.47,12155536
202,GNC,20170616,21,7.53,7.56,20170120,9.47,8226271
203,GNC,20170623,22,7.55,7.54,20170120,9.47,8288502
204,GNC,20170630,23,7.53,8.43,20170120,9.47,8471852
205,GNC,20170707,24,8.5,8.33,20170120,9.47,8530858
206,GNC,20170714,25,8.25,8.04,20170120,9.47,9961115
207,GNC,20170721,26,8.03,8.89,20170120,9.47,14868248
208,GNC,20171103,1,6.9,6.7,20171027,6.88,10816436
209,GNC,20171110,2,6.65,5.83,20171027,6.88,15749296
210,GNC,20171117,3,5.82,6.85,20171027,6.88,12630462
211,GNC,20171124,4,6.85,5.53,20171027,6.88,16933179
212,GNC,20171201,5,5.6,5.39,20171027,6.88,17476000
213,GNC,20171208,6,5.43,5.27,20171027,6.88,20522073
214,GNC,20171215,7,5.25,4.87,20171027,6.88,19163039
215,GNC,20171222,8,4.87,3.72,20171027,6.88,30834695
216,GNC,20171229,9,3.72,3.69,20171027,6.88,23444466
217,GNC,20180105,10,3.7,3.57,20171027,6.88,14564388
218,GNC,20180112,11,3.54,3.72,20171027,6.88,14302737
219,GNC,20180119,12,3.73,4.78,20171027,6.88,67388235
220,GNC,20180125,13,4.81,4.18,20171027,6.88,22357063
221,GNC,20171201,1,5.6,5.39,20171124,5.53,17476000
222,GNC,20171208,2,5.43,5.27,20171124,5.53,20522073
223,GNC,20171215,3,5.25,4.87,20171124,5.53,19163039
224,GNC,20171222,4,4.87,3.72,20171124,5.53,30834695
225,GNC,20171229,5,3.72,3.69,20171124,5.53,23444466
226,GNC,20180105,6,3.7,3.57,20171124,5.53,14564388
227,GNC,20180112,7,3.54,3.72,20171124,5.53,14302737
228,GNC,20180119,8,3.73,4.78,20171124,5.53,67388235
229,GNC,20180125,9,4.81,4.18,20171124,5.53,22357063
230,GNC,20171229,1,3.72,3.69,20171222,3.72,23444466
231,GNC,20180105,2,3.7,3.57,20171222,3.72,14564388
232,GNC,20180112,3,3.54,3.72,20171222,3.72,14302737
233,GNC,20180119,4,3.73,4.78,20171222,3.72,67388235
234,GNC,20180125,5,4.81,4.18,20171222,3.72,22357063
235,DAC,20160513,1,3.2,3.26,20160506,3.16,170603
236,DAC,20160520,2,3.27,3.47,20160506,3.16,236762
237,DAC,20160527,3,3.41,3.39,20160506,3.16,412025
238,DAC,20160603,4,3.41,3.49,20160506,3.16,114096
239,DAC,20160610,5,3.5,3.32,20160506,3.16,296754
240,DAC,20160617,6,3.3,3.15,20160506,3.16,194237
241,DAC,20160624,7,3.2,3.17,20160506,3.16,96577
242,DAC,20160701,8,3.15,2.82,20160506,3.16,265564
243,DAC,20160708,9,2.88,4.04,20160506,3.16,570356
244,DAC,20160715,10,4.16,4.17,20160506,3.16,1106678
245,DAC,20160722,11,4.2,4.41,20160506,3.16,815559
246,DAC,20160729,12,4.33,4.27,20160506,3.16,525311
247,DAC,20160805,13,4.27,4.32,20160506,3.16,391635
248,DAC,20160812,14,4.31,3.84,20160506,3.16,681215
249,DAC,20160819,15,3.92,3.65,20160506,3.16,276717
250,DAC,20160826,16,3.6,3.47,20160506,3.16,236142
251,DAC,20160902,17,3.49,2.89,20160506,3.16,418015
252,DAC,20160909,18,2.97,3.18,20160506,3.16,379273
253,DAC,20160916,19,3.18,3.02,20160506,3.16,131515
254,DAC,20160923,20,3.03,2.9042,20160506,3.16,269413
255,DAC,20160930,21,2.9,2.68,20160506,3.16,260341
256,DAC,20161007,22,2.65,2.6561,20160506,3.16,153500
257,DAC,20161014,23,2.65,2.38,20160506,3.16,329364
