,date of low,low,number of weeks since drop,original closing price,original date,ticker
770,20141017,8.62,23,8.62,20140509,GTT
771,20150227,6.08,20,17.0,20151211,RYI
772,20150313,5.73,17,11.09,20141010,RYI
773,20150501,5.48,24,9.68,20141114,RYI
774,20160122,2.85,17,8.12,20150109,RYI
776,20160212,3.12,3,4.19,20151218,RYI
777,20160701,2.85,23,2.85,20160122,RYI
778,20161104,8.95,12,14.18,20160722,RYI
780,20170602,8.65,20,9.06,20161007,RYI
781,20170825,7.7,16,11.3,20170113,RYI
782,20161104,8.13,5,10.0,20170505,IRT
783,20170310,9.0,23,9.0,20160930,IRT
784,20160129,4.02,18,12.52,20150213,PIR
787,20160916,4.1,1,4.8,20151218,PIR
788,20170217,3.84,23,3.84,20160909,PIR
789,20180202,3.05,19,5.26,20170519,PIR
791,20150807,5.59,18,12.0,20150402,MVO
792,20160122,3.97,26,5.92,20150724,MVO
794,20130906,0.73,4,5.14,20160916,VRS
795,20131213,0.54,18,0.85,20130809,VRS
797,20140627,1.95,23,2.75,20140117,VRS
798,20150410,1.5,10,1.99,20140620,VRS
799,20150731,0.44,26,2.1,20150130,VRS
800,20150918,0.16,26,1.84,20150320,VRS
801,20150921,0.15,18,0.9,20150522,VRS
810,20160930,0.16,12,0.16,20150918,VRS
811,20161007,0.15,12,0.15,20150921,VRS
812,20161202,5.29,15,5.94,20160819,VRS
813,20170526,3.54,1,4.95,20161104,VRS
814,20170811,3.67,12,3.67,20170519,VRS
815,20171103,3.93,12,3.93,20170811,VRS
816,20160429,55.33,12,55.33,20160205,DY
817,20170217,75.66,12,75.66,20161125,DY
818,20140926,4.98,10,82.75,20170526,KEG
819,20141212,1.12,21,7.03,20140718,KEG
822,20150116,1.4,5,1.55,20141205,KEG
823,20150821,0.5559,7,1.12,20141212,KEG
824,20151218,0.45,24,1.58,20150702,KEG
825,20160129,0.3207,26,0.9101,20150731,KEG
826,20160205,0.2693,26,0.7228,20150807,KEG
827,20160212,0.21100000000000002,25,0.5559,20150821,KEG
828,20160226,0.2082,19,0.66,20151016,KEG
831,20160729,0.1648,25,0.2693,20160205,KEG
840,20171208,9.91,17,13.12,20170811,KEG
841,20180112,10.58,12,10.58,20171020,KEG
842,20171027,19.04,18,27.85,20160429,OII
843,20150814,16.5,1,21.03,20170623,PHH
844,20160304,10.41,1,15.6,20150807,PHH
845,20160318,9.15,3,9.15,20160226,PHH
846,20170324,12.35,5,12.38,20170217,PHH
847,20140822,11.04,22,29.35,20140321,CSLT
851,20150123,8.81,1,11.54,20140509,CSLT
852,20150220,7.16,5,8.78,20150116,CSLT
853,20150821,5.8,26,7.16,20150220,CSLT
854,20160129,3.31,25,6.06,20150807,CSLT
855,20160212,2.66,20,4.6,20150925,CSLT
858,20170609,2.32,1,4.2,20161202,EQS
859,20170714,2.25,6,2.28,20170602,EQS
860,20170113,19.17,1,24.63,20150306,WAAS
861,20170707,14.72,26,20.21,20170106,WAAS
862,20131220,10.13,1,55.77,20160812,GNE
863,20140912,7.0,1,10.3,20131213,GNE
864,20150109,5.95,18,6.98,20140905,GNE
865,20160115,7.75,23,8.8,20150807,GNE
866,20160415,6.61,18,9.31,20151211,GNE
867,20160708,6.42,26,9.28,20160108,GNE
869,20171201,5.0,1,8.14,20160311,JT
870,20171215,4.9,3,4.9,20171124,JT
871,20170901,23.2,14,49.04,20160902,GCO
873,20131108,3.78,13,23.9,20170818,IO
874,20140207,2.94,26,5.26,20130809,IO
876,20150814,0.5481,14,3.18,20131206,IO
877,20151002,0.3431,21,1.96,20150508,IO
878,20151113,0.3315,18,1.07,20150710,IO
884,20160115,0.34,1,0.37,20151030,IO
885,20160122,0.3732,1,0.4101,20160108,IO
886,20160506,0.34,16,0.34,20160115,IO
887,20160603,2.99,16,2.99,20160212,IO
888,20160219,9.03,5,52.65,20171103,TREC
889,20131220,5.49,14,10.02,20160115,EGO
890,20150130,4.78,13,7.05,20130913,EGO
891,20150424,4.7,25,5.48,20141031,EGO
892,20150911,2.74,3,5.67,20150123,EGO
893,20160129,2.24,23,3.39,20150821,EGO
894,20160520,2.28,18,2.28,20160115,EGO
895,20180216,1.12,16,2.66,20161111,EGO
896,20140321,43.69,23,51.32,20131011,KYO
897,20140530,12.61,25,19.57,20131206,EXPR
899,20170106,10.05,19,11.44,20160826,EXPR
900,20170519,7.6,24,10.79,20161202,EXPR
901,20170818,5.7,11,6.25,20170602,EXPR
902,20171020,5.9,1,5.9,20171013,EXPR
903,20150102,17.77,21,19.93,20140808,KND
904,20160212,8.54,19,13.34,20151002,KND
905,20161125,6.55,2,6.55,20161111,KND
906,20171103,5.9,14,9.3,20170728,KND
907,20130816,28.91,2,28.91,20130802,POT
908,20130315,20.68,2,20.68,20130301,WCN
909,20150327,26.62,17,29.37,20141128,DO
910,20141031,30.42,2,30.42,20141017,SNN
911,20140214,17.46,14,18.68,20131108,WPX
912,20150130,10.66,16,18.85,20141010,WPX
914,20160219,4.0,26,6.68,20150821,WPX
916,20170519,11.85,3,15.2,20170428,TIME
917,20160212,3.68,5,7.38,20160108,YRD
918,20160219,4.36,2,4.36,20160205,YRD
919,20161230,20.72,18,25.84,20160826,YRD
921,20170331,23.32,2,23.32,20170317,YRD
922,20160212,24.91,8,27.3,20151218,ZOES
923,20170224,19.79,26,28.37,20160826,ZOES
924,20170728,11.07,9,14.18,20170526,ZOES
925,20150904,15.15,9,15.61,20150702,RENX
926,20140509,2.2,23,2.48,20131129,ZX
927,20140912,1.99,26,2.53,20140314,ZX
928,20141219,1.08,5,1.21,20141114,ZX
929,20141226,1.09,2,1.09,20141212,ZX
930,20151204,0.6809999999999999,21,0.88,20150710,ZX
931,20160212,0.5001,4,0.61,20160115,ZX
932,20160617,0.78,2,0.78,20160603,ZX
933,20160715,0.7942,2,0.7942,20160701,ZX
934,20170210,1.3599,2,1.3599,20170127,ZX
935,20130705,9.5,23,44.59,20130125,SBS
936,20130830,8.53,17,14.22,20130503,SBS
938,20161125,8.06,2,8.06,20161111,SBS
939,20170127,47.74,25,63.28,20160805,BMY
940,20140815,8.46,24,18.51,20140228,CRCM
941,20141003,8.18,26,13.82,20140404,CRCM
942,20160219,5.04,2,5.04,20160205,CRCM
943,20161118,7.53,2,7.53,20161104,CRCM
944,20160226,16.34,2,16.34,20160212,FLOW
945,20160115,19.75,23,54.8,20150807,SEMG
946,20160212,15.58,10,29.61,20151204,SEMG
949,20140124,12.77,24,16.86,20130809,AEO
950,20170602,10.85,2,10.85,20170519,AEO
951,20170825,51.4,2,51.4,20170811,ESE
952,20160219,23.22,2,23.22,20160205,IPHI
953,20170505,36.61,22,40.01,20161202,IPHI
954,20160520,23.27,6,32.07,20180119,BKE
955,20130809,4.1,13,28.82,20160408,KEM
956,20150130,3.8,19,4.81,20130510,KEM
957,20150821,1.7,5,3.94,20140919,KEM
958,20160115,1.64,26,1.8,20150717,KEM
959,20160212,1.36,5,1.97,20150807,KEM
960,20160603,1.84,21,1.84,20160108,KEM
961,20171208,14.46,5,20.44,20170908,KEM
962,20130927,12.54,25,22.19,20130405,ALDW
963,20131108,10.57,18,19.67,20130705,ALDW
966,20160226,10.22,2,12.5,20141212,ALDW
967,20160527,9.18,15,13.15,20160212,ALDW
968,20161014,8.14,4,10.43,20160219,ALDW
969,20161104,8.25,7,8.25,20160916,ALDW
970,20170217,20.89,5,41.96,20160812,VSTO
971,20171201,13.99,3,28.7,20170113,VSTO
972,20171229,13.28,7,13.28,20171110,VSTO
973,20130621,16.8,16,73.66,20170714,TWI
974,20160115,2.96,10,21.66,20130301,TWI
976,20160513,3.21,18,3.21,20160108,TWI
977,20171215,9.24,18,9.24,20170811,TWI
978,20141212,13.41,1,22.24,20141128,BTE
979,20150925,3.18,9,16.53,20141205,BTE
980,20160115,1.63,25,9.79,20150724,BTE
985,20160212,1.81,4,2.58,20160108,BTE
986,20160520,1.63,18,1.63,20160115,BTE
987,20151211,5.68,4,45.7,20141010,SXCP
988,20160219,6.33,1,7.57,20151113,SXCP
989,20160212,4.13,4,5.97,20160212,OAKS
990,20160429,4.62,15,4.62,20160115,OAKS
991,20170818,3.98,9,5.09,20160513,OAKS
992,20171103,4.04,20,4.61,20170616,OAKS
993,20160115,13.0,6,22.15,20151030,KMI
994,20130705,9.19,7,16.82,20151204,SA
995,20140530,7.0,10,9.3,20130517,SA
996,20141107,6.72,1,8.01,20140321,SA
997,20150731,4.04,1,6.4,20141031,SA
998,20151106,3.55,15,3.55,20150724,SA
999,20160429,6.78,15,6.78,20160115,SA
1000,20161223,7.55,1,9.15,20161111,SA
1001,20170331,7.7,15,7.7,20161216,SA
1002,20141226,5.05,3,13.74,20130322,CHKR
1003,20150320,6.13,15,6.13,20141205,CHKR
1004,20160122,2.07,5,6.48,20150220,CHKR
1005,20160603,1.98,24,3.06,20151218,CHKR
1008,20160916,2.0,18,2.13,20160513,CHKR
1009,20160212,10.21,5,12.51,20150116,KBH
1010,20160422,10.08,15,10.08,20160108,KBH
1011,20161216,17.36,5,22.58,20161007,WPM
1012,20160122,10.17,1,17.92,20161111,LADR
1013,20130830,10.15,10,10.19,20160115,DMB
1014,20131206,10.02,24,11.78,20130621,DMB
1015,20140801,53.34,3,101.81,20131122,LL
1016,20141031,53.77,16,54.86,20140711,LL
1017,20150529,20.4,13,48.94,20141024,LL
1018,20150807,12.06,23,51.86,20150227,LL
1020,20151030,13.82,23,21.04,20150522,LL
1021,20151120,12.06,15,12.06,20150807,LL
1022,20160226,11.11,7,13.87,20151113,LL
1023,20160513,11.34,18,13.71,20160108,LL
1024,20170217,15.31,15,15.31,20161104,LL
1025,20161111,14.55,2,29.99,20151023,THC
1026,20161230,14.84,7,20.25,20161028,THC
1027,20160115,10.72,9,14.55,20161111,ARCX
1028,20160401,9.63,20,13.65,20151113,ARCX
1030,20160603,10.06,12,10.06,20160311,ARCX
1031,20160520,18.01,1,23.85,20160408,GPS
1032,20160805,17.62,12,17.62,20160513,GPS
1033,20150130,28.71,1,43.76,20140912,XON
1034,20150417,27.34,12,27.34,20150123,XON
1035,20160108,25.67,21,47.52,20150814,XON
1037,20160617,23.95,8,31.44,20151002,XON
1038,20171229,11.52,7,29.01,20160422,XON
1039,20180202,11.81,12,11.81,20171110,XON
1040,20151218,4.72,21,22.87,20141128,HLX
1041,20160122,3.54,26,8.86,20150724,HLX
1042,20160212,2.63,25,5.84,20150821,HLX
1045,20160219,2.82,1,3.71,20160115,HLX
1046,20160722,2.63,23,2.63,20160212,HLX
1047,20161014,7.29,23,7.29,20160506,HLX
1048,20131129,33.12,23,33.12,20130621,FNV
1049,20161014,46.98,23,46.98,20160506,NPO
1050,20160212,41.82,14,124.11,20161028,RDY
1051,20160506,41.9,26,53.5,20151106,RDY
1052,20141226,14.32,21,43.65,20160729,OCN
1053,20150130,6.12,26,27.68,20140801,OCN
1057,20150702,6.35,23,6.35,20150123,OCN
1058,20150710,6.12,23,6.12,20150130,OCN
1059,20150821,6.95,25,8.14,20150227,OCN
1060,20151211,5.91,19,7.7,20150417,OCN
1061,20160129,5.41,26,8.43,20150731,OCN
1062,20160617,1.58,15,7.17,20150807,OCN
1065,20161118,1.76,23,1.76,20160610,OCN
1066,20170428,2.29,1,4.24,20170224,OCN
1067,20170929,2.42,23,2.42,20170421,OCN
1068,20171013,2.49,23,2.49,20170505,OCN
1069,20171027,45.05,11,57.82,20160205,LXFT
1070,20180220,43.55,1,45.7,20170811,LXFT
1071,20170623,11.15,2,105.69,20141205,MSL
1072,20140523,6.44,2,12.05,20170609,EGY
1073,20150410,2.29,17,7.26,20140509,EGY
1074,20150731,1.32,19,4.49,20141212,EGY
1078,20160401,0.86,7,1.38,20150717,EGY
1079,20160729,0.851,24,1.06,20160212,EGY
1080,20160916,0.8435,26,1.04,20160318,EGY
1081,20161118,0.71,9,0.86,20160401,EGY
1082,20170217,0.8435,22,0.8435,20160916,EGY
1083,20140627,23.02,22,23.02,20140124,YPF
1084,20160115,13.83,16,24.04,20141212,YPF
1085,20150327,4.02,15,15.96,20150925,SRV
1086,20150612,3.87,26,6.56,20141212,SRV
1087,20150724,3.31,26,4.65,20150123,SRV
1088,20160617,8.44,22,8.44,20160115,SRV
1089,20151211,3.16,20,12.12,20130802,IPI
1090,20160311,1.24,19,9.0,20150724,IPI
1091,20160408,0.9216,23,3.86,20151030,IPI
1096,20160415,1.02,1,1.27,20160304,IPI
1097,20160909,0.9216,22,0.9216,20160408,IPI
1098,20161014,0.9829,23,1.02,20160506,IPI
1099,20170623,1.81,22,1.81,20170120,IPI
1100,20140509,13.6,24,35.86,20131122,VJET
1102,20141010,12.09,26,15.1,20140411,VJET
1103,20150116,7.35,8,19.6,20140711,VJET
1104,20160701,4.53,16,11.32,20141121,VJET
1105,20160826,4.1099,24,4.79,20160311,VJET
1106,20170818,3.77,7,4.95,20160513,VJET
1107,20171110,4.36,19,4.36,20170630,VJET
1108,20160219,10.1,5,10.17,20151218,TGP
1109,20160527,9.99,19,9.99,20160115,TGP
1110,20140502,16.12,19,16.12,20131220,JBL
1111,20151204,12.55,17,33.07,20130104,NYLD
1112,20151211,12.29,11,15.94,20150807,NYLD
1113,20151120,8.27,15,12.8,20150925,UAN
1114,20160212,5.27,4,10.69,20150807,UAN
1115,20161111,4.71,1,5.76,20160115,UAN
1116,20170317,4.2,19,4.2,20161104,UAN
1117,20160212,11.92,23,20.82,20150904,TDOC
1118,20160324,9.94,25,18.24,20151002,TDOC
1119,20160520,9.77,11,15.61,20151106,TDOC
1120,20160715,12.21,19,12.21,20160304,TDOC
1121,20151113,16.57,19,16.57,20150702,RELX
1122,20170901,5.35,16,52.55,20130301,VSI
1123,20171110,3.5,26,12.65,20170512,VSI
1124,20171201,3.65,3,6.2,20170811,VSI
1125,20151218,7.5,19,17.7,20150807,PAGP
1126,20160212,6.04,14,12.82,20151106,PAGP
1129,20141226,18.02,1,21.09,20170811,CHN
1130,20150116,17.9599,4,17.9599,20141219,CHN
1131,20160324,30.02,4,30.02,20160226,SMP
1132,20140926,34.33,26,34.64,20140328,LDOS
1133,20160826,39.55,1,46.12,20160129,LDOS
1134,20130607,10.25,2,39.49,20160819,DF
1135,20130823,9.69,13,10.1,20130524,DF
1136,20171103,9.31,12,12.24,20170811,DF
1137,20151113,4.8,1,36.54,20150515,ARC
1138,20171117,2.65,2,5.07,20151106,ARC
1139,20180209,2.18,14,2.82,20171103,ARC
1140,20131115,31.39,14,31.39,20130809,GLP
1141,20160212,12.71,8,33.15,20141212,GLP
1142,20160415,12.83,17,15.46,20151218,GLP
1143,20161028,9.37,2,12.71,20160212,LXFR
1144,20170120,9.91,14,9.91,20161014,LXFR
1145,20160122,21.34,17,23.57,20150925,XPO
1146,20140417,39.05,14,39.05,20140110,NVO
1147,20160212,86.94,1,138.87,20150206,RL
1148,20170324,11.65,2,87.25,20160205,SFS
1149,20170908,6.95,26,11.05,20170310,SFS
1150,20171027,6.1,19,9.1,20170616,SFS
1151,20160219,7.68,2,12.55,20151204,NWHM
1152,20160513,8.36,14,8.36,20160205,NWHM
1153,20160205,4.92,12,9.29,20160506,OZM
1154,20160415,3.6,22,5.7,20151113,OZM
1155,20161104,2.9,4,4.01,20160212,OZM
1156,20170421,2.16,9,3.67,20161007,OZM
1157,20170616,2.37,17,3.0,20170217,OZM
1158,20180216,2.59,15,3.32,20171103,OZM
1159,20140110,3.62,24,3.62,20130726,AAV
1160,20160219,8.12,1,16.37,20171201,ENLK
1161,20160708,8.34,21,8.34,20160212,ENLK
1162,20140801,5.2,11,15.25,20150130,JE
1163,20141010,4.43,21,6.02,20140516,JE
1164,20180202,4.06,12,5.62,20160212,JE
1165,20160408,4.45,8,6.96,20160212,XRM
1166,20160429,5.29,6,5.8,20160318,XRM
1167,20170317,4.73,20,6.57,20161028,XRM
1168,20171117,3.87,15,5.94,20170804,XRM
1169,20160115,11.44,4,11.44,20151218,KNOP
1170,20160212,10.89,4,10.89,20160115,KNOP
1171,20150925,40.52,6,62.01,20150814,CPA
1173,20160122,16.96,1,53.56,20160506,EEP
1174,20151127,5.24,1,17.81,20160115,TROX
1175,20160212,3.16,12,4.62,20151120,TROX
1178,20160219,3.33,5,3.34,20160115,TROX
1179,20160624,4.56,6,5.17,20160513,TROX
1180,20161111,8.04,4,8.04,20161014,TROX
1181,20151218,5.54,4,19.84,20171208,SWN
1183,20160422,5.9,19,5.9,20151211,SWN
1184,20160701,7.09,19,7.09,20160219,SWN
1185,20180216,3.58,2,10.49,20161216,SWN
1186,20150807,1.5,8,5.08,20140307,HOV
1187,20150814,1.57,1,2.67,20150612,HOV
1188,20160205,1.42,26,1.5,20150807,HOV
1189,20160701,1.43,16,1.43,20160311,HOV
1190,20170609,2.25,21,2.28,20170113,HOV
1191,20180209,2.26,1,6.55,20160108,STNG
1192,20160212,6.49,10,23.94,20141212,NGL
1195,20160401,7.23,7,10.13,20160115,NGL
1196,20160513,6.49,13,6.49,20160212,NGL
1197,20160610,7.44,13,7.44,20160311,NGL
1198,20170908,8.7,19,16.0,20170428,NGL
1199,20140124,9.07,1,10.05,20170804,AGI
1200,20150130,5.3,1,10.18,20140117,AGI
1201,20150807,3.06,4,6.04,20150123,AGI
1202,20151120,2.94,19,4.84,20150710,AGI
1203,20160122,2.44,26,3.32,20150724,AGI
1205,20160401,2.57,11,2.57,20160115,AGI
1206,20170127,6.34,11,6.34,20161111,AGI
1207,20131115,52.25,3,100.75,20170210,HEI
1208,20140207,52.6,15,54.41,20131025,HEI
1209,20150529,8.83,4,69.54,20170421,SVU
1210,20160212,4.21,4,8.84,20150501,SVU
1211,20160624,4.35,23,4.53,20160115,SVU
1212,20170623,2.94,1,4.73,20160909,SVU
1213,20170728,3.22,6,3.22,20170616,SVU
1214,20131220,10.97,3,15.03,20171020,TLYS
1215,20140711,7.92,6,12.04,20131129,TLYS
1216,20141107,6.88,23,8.79,20140530,TLYS
1217,20151113,5.97,24,9.64,20150529,TLYS
1218,20170519,8.56,13,10.88,20170217,TLYS
1219,20171215,3.9,2,22.69,20141212,NYRT
1220,20180209,1.99,10,5.01,20171201,NYRT
1221,20141010,33.66,16,44.23,20140620,UFS
1222,20160212,14.05,4,37.11,20130215,WPZ
1224,20160429,17.75,12,17.75,20160205,WPZ
1225,20141212,8.08,4,18.58,20160311,VSLR
1226,20150130,7.94,7,11.93,20141114,VSLR
1227,20150306,8.08,12,8.08,20141212,VSLR
1228,20151120,7.72,20,10.94,20150702,VSLR
1229,20160513,2.24,25,7.72,20151120,VSLR
1235,20160729,2.46,12,2.46,20160506,VSLR
1236,20160122,17.77,12,17.77,20151030,BGG
1237,20161111,19.1,12,19.1,20160819,BGG
1238,20150925,9.24,7,28.36,20150522,HSC
1239,20160226,3.9,6,11.36,20150807,HSC
1240,20160304,4.66,1,5.99,20160115,HSC
1241,20160520,3.9,12,3.9,20160226,HSC
1242,20130510,12.7,1,17.65,20171110,VCRA
1243,20141003,8.08,9,12.15,20130503,VCRA
1244,20150130,8.96,26,9.15,20140801,VCRA
1245,20130823,13.82,23,13.82,20130315,FN
1246,20160617,16.51,23,16.51,20160108,SUM
1247,20150807,9.28,20,28.09,20141205,VNCE
1248,20151002,3.6,17,16.77,20150320,VNCE
1251,20151120,3.62,1,5.24,20150904,VNCE
1252,20160422,3.76,23,3.76,20151113,VNCE
1253,20170512,0.33,17,4.59,20151211,VNCE
1257,20171013,0.42,23,0.42,20170505,VNCE
1258,20171020,0.33,23,0.33,20170512,VNCE
1259,20141024,5.71,4,5.71,20140926,OMN
1260,20161104,7.25,6,8.19,20160923,OMN
1261,20180209,4.55,15,7.89,20171027,XRF
1263,20140516,14.28,14,14.28,20140207,G
1264,20151023,25.55,4,34.35,20130705,DPLO
1265,20160318,25.83,25,32.56,20150925,DPLO
1266,20161104,12.5,1,27.04,20160304,DPLO
1267,20161230,12.6,8,22.77,20161028,DPLO
1268,20170210,12.5,14,12.5,20161104,DPLO
1269,20171006,14.8,14,14.8,20170630,DPLO
1270,20180220,15.0,14,15.0,20171117,DPLO
1271,20160212,18.3,10,46.2,20150807,MPLX
1273,20160805,20.17,26,20.17,20160205,MPLX
1274,20170505,42.98,26,42.98,20161104,PAYC
1275,20151002,59.65,10,88.91,20150529,URI
1276,20160212,45.45,2,64.72,20150724,URI
1277,20130531,35.96,19,47.91,20160129,HEP
1278,20160212,23.58,4,35.755,20130118,HEP
1279,20160916,6.54,1,24.61,20160115,MLP
1280,20170310,6.49,26,6.49,20160909,MLP
1281,20151211,3.17,23,14.15,20170811,FBP
1282,20151231,4.74,26,4.74,20150702,FBP
1283,20160108,4.8,26,11.66,20150710,CC
1284,20160122,3.8,17,7.06,20150925,CC
1286,20160304,3.98,7,3.98,20160115,CC
1287,20150925,2.8,5,10.19,20131115,SDT
1288,20160115,2.07,21,2.25,20150821,SDT
1290,20160219,2.1,9,2.13,20151218,SDT
1291,20160805,1.59,25,2.25,20160212,SDT
1292,20160916,1.37,20,2.8,20160429,SDT
1293,20161111,1.25,15,1.95,20160729,SDT
1294,20171229,0.826,1,1.59,20160805,SDT
1295,20180209,0.7902,7,0.7902,20171222,SDT
1296,20150102,2.1,22,8.69,20131108,OBE
1297,20150313,1.42,15,7.58,20140801,OBE
1300,20150814,0.89,22,2.15,20141212,OBE
1301,20150925,0.4882,6,1.42,20150313,OBE
1305,20160226,0.52,24,0.52,20150911,OBE
1306,20160115,0.61,1,0.968,20151120,OBE
1307,20160527,0.6852,3,0.6981,20160108,OBE
1309,20161104,0.69,24,0.69,20160520,OBE
1310,20160212,8.78,4,15.25,20151106,TGH
1311,20161014,7.25,9,9.93,20160115,TGH
1312,20170127,9.51,24,9.51,20160812,TGH
1313,20150130,3.97,16,14.0,20130712,HIVE
1314,20170811,3.29,1,6.63,20141010,HIVE
1315,20180112,3.32,23,3.32,20170804,HIVE
1316,20140808,8.21,23,9.28,20140228,VLRS
1317,20170428,12.61,24,15.41,20161111,VLRS
1318,20160722,12.0,24,13.96,20160205,DK
1319,20150313,44.19,22,83.19,20141010,EMES
1320,20150508,36.54,23,64.15,20141128,EMES
1322,20151030,4.29,15,53.41,20150102,EMES
1323,20160115,3.08,26,25.06,20150717,EMES
1331,20160513,3.47,18,3.47,20160108,EMES
1332,20160701,3.29,18,3.29,20160226,EMES
1333,20160909,3.82,18,3.82,20160506,EMES
1334,20150130,4.04,16,10.32,20161104,CRK
1335,20150320,3.28,23,13.74,20141010,CRK
1339,20150710,2.01,26,5.66,20150109,CRK
1340,20150731,1.26,19,3.28,20150320,CRK
1342,20160115,1.28,25,1.61,20150724,CRK
1343,20151204,1.26,18,1.26,20150731,CRK
1344,20160219,1.04,26,2.16,20150821,CRK
1345,20160226,0.8565,24,2.62,20150911,CRK
1346,20160318,0.68,25,2.02,20150925,CRK
1347,20160527,0.62,25,1.89,20151204,CRK
1352,20160819,0.73,18,0.73,20160415,CRK
1353,20161028,0.8033,18,0.8033,20160624,CRK
1354,20170602,6.52,24,9.63,20161216,CRK
1355,20170818,6.08,26,10.1,20170217,CRK
1356,20171020,4.38,21,6.85,20170526,CRK
1357,20180209,4.96,18,4.96,20171006,CRK
1358,20161104,3.91,12,11.24,20150313,QHC
1360,20170804,3.2,18,4.19,20161028,QHC
1362,20171222,3.22,21,3.22,20170728,QHC
1363,20130705,45.15,11,45.28,20130419,GHL
1364,20170825,129.2,3,143.23,20141128,PXD
1365,20130215,48.4,3,135.34,20170804,TPR
1366,20170908,40.43,3,51.21,20130125,TPR
1367,20150821,16.02,2,40.38,20170818,ITG
1368,20151002,13.17,8,16.96,20150807,ITG
1369,20151016,13.14,5,13.14,20150911,ITG
1370,20160219,12.21,1,19.2,20171103,CPN
1371,20151211,10.41,11,12.35,20160212,PAH
1372,20160212,5.95,20,14.03,20150925,PAH
1374,20160219,6.44,1,7.84,20160115,PAH
1375,20160527,5.95,15,5.95,20160212,PAH
1376,20160212,21.65,25,28.59,20150821,CEA
1377,20130503,27.8,1,57.72,20171013,ATGE
1378,20160212,16.74,5,27.61,20130426,ATGE
1379,20170908,13.12,1,21.19,20160108,HPE
1380,20171124,13.32,12,14.31,20170901,HPE
1381,20150306,13.59,12,13.59,20141212,SFL
1382,20140404,13.66,10,23.85,20150529,IGT
1383,20140509,12.22,15,15.04,20140124,IGT
1384,20141212,17.35,9,23.5,20170310,P
1385,20151030,11.51,1,20.92,20141010,P
1386,20160212,8.0,16,12.39,20151023,P
1387,20170811,8.08,8,10.74,20160108,P
1388,20171110,4.57,21,6.99,20170616,P
1389,20180126,4.32,11,5.59,20171103,P
1390,20150821,22.06,2,33.21,20141212,SMLP
1391,20151218,15.25,19,24.21,20150807,SMLP
1392,20160226,12.61,22,16.76,20150925,SMLP
