,date of low,low,number of weeks since drop,original closing price,original date,ticker
174,20160715,13.58,26,13.58,20160115,HMLP
175,20141205,12.82,1,57.82,20160205,WFT
176,20150130,10.33,9,13.1,20141128,WFT
177,20150828,9.9,1,10.47,20141212,WFT
178,20160115,6.19,21,8.11,20150821,WFT
179,20160520,4.94,19,6.97,20160108,WFT
180,20161104,3.85,26,5.67,20160506,WFT
181,20161111,4.76,1,5.17,20161028,WFT
182,20171124,3.48,1,3.85,20161104,WFT
183,20171215,3.36,4,3.42,20171117,WFT
184,20151218,2.13,17,10.19,20131115,SDT
185,20160115,2.07,21,2.25,20150821,SDT
187,20160219,2.1,1,2.13,20151218,SDT
188,20160902,1.44,18,2.25,20160212,SDT
189,20161111,1.25,15,2.8,20160429,SDT
191,20171229,0.826,1,1.59,20160805,SDT
192,20151218,18.93,1,24.8,20151204,OKE
193,20160401,20.31,16,20.31,20151211,OKE
194,20171201,16.37,5,20.18,20160212,JP
195,20151113,5.69,18,16.37,20171201,CC
196,20160122,3.8,17,11.66,20150710,CC
199,20160624,3.98,23,3.98,20160115,CC
200,20150327,4.02,15,20.68,20130301,SRV
201,20150619,3.84,21,6.56,20141212,SRV
202,20150724,3.31,26,4.65,20150123,SRV
203,20160624,8.44,23,8.44,20160115,SRV
204,20160212,13.47,5,21.54,20151218,WMB
206,20160324,15.35,2,16.1,20160115,WMB
207,20150130,13.04,10,16.01,20160311,WAIR
208,20170512,8.25,13,13.98,20141121,WAIR
209,20171208,6.75,17,12.95,20170210,WAIR
210,20160108,3.57,24,7.55,20170811,UTI
211,20160115,3.16,6,5.96,20150724,UTI
212,20160624,2.47,24,3.74,20151204,UTI
213,20161021,1.53,17,3.57,20160108,UTI
214,20171229,2.4,4,2.47,20160624,UTI
215,20130517,2.91,12,10.88,20170519,SBGL
216,20130705,2.82,11,5.86,20130222,SBGL
219,20131101,2.98,19,2.98,20130621,SBGL
220,20150814,4.41,23,8.55,20150306,SBGL
221,20160318,5.41,19,5.41,20151106,SBGL
222,20161216,6.61,5,11.32,20161007,SBGL
223,20170707,4.53,7,9.44,20161111,SBGL
224,20171006,4.7,20,5.51,20170519,SBGL
225,20160219,31.59,2,51.03,20150612,MPC
226,20161111,17.1,1,32.3,20160205,HZO
227,20170728,14.85,1,15.6,20161104,HZO
228,20140124,5.1,12,14.65,20170721,EDN
229,20140314,4.94,19,4.94,20131101,EDN
230,20140124,5.1,5,7.3,20131206,EDN
231,20140502,5.94,19,5.94,20131220,EDN
232,20150102,9.15,20,12.3,20140815,EDN
233,20141010,7.26,8,16.94,20151127,GTN
234,20150130,9.46,24,10.3,20140815,GTN
235,20160212,10.4,25,11.79,20150821,GTN
236,20160729,9.9,11,13.57,20160108,GTN
237,20161104,8.1,25,11.11,20160513,GTN
238,20140523,11.17,6,28.9,20150925,WWE
240,20140926,11.27,19,11.27,20140516,WWE
241,20150814,13.73,19,13.73,20150402,WWE
242,20150807,17.77,22,29.3,20150306,AAC
243,20161104,7.51,13,17.77,20150807,AAC
244,20161230,7.24,21,18.79,20160805,AAC
245,20170428,7.16,26,16.68,20161028,AAC
246,20170505,7.09,26,7.51,20161104,AAC
247,20161021,8.276,19,8.276,20160610,TPB
248,20141031,10.3,3,13.07,20160916,WNC
249,20141212,10.54,6,11.31,20141010,WNC
250,20150313,10.3,19,10.3,20141031,WNC
251,20170310,11.1,19,11.1,20161028,WNC
252,20131011,12.64,9,19.03,20170728,WD
254,20140221,12.96,20,12.96,20131004,WD
255,20141219,12.67,2,23.64,20160115,USDP
256,20160115,5.6499,5,12.66,20141205,USDP
258,20160219,6.03,5,6.04,20151218,USDP
259,20160408,5.6499,12,5.6499,20160115,USDP
260,20160506,6.36,12,6.36,20160212,USDP
261,20171201,9.25,12,9.25,20170908,USDP
262,20141024,11.25,2,17.91,20140328,RNG
263,20150220,10.7,19,10.7,20141010,RNG
264,20130816,12.11,2,15.92,20160311,IPI
265,20151120,3.43,17,12.12,20130802,IPI
266,20160122,1.86,26,9.0,20150724,IPI
267,20160408,0.9216,23,3.86,20151030,IPI
272,20160415,1.02,1,1.27,20160304,IPI
273,20160819,0.9216,19,0.9216,20160408,IPI
274,20161014,0.9829,23,1.02,20160506,IPI
275,20170602,1.81,19,1.81,20170120,IPI
276,20141121,2.116,19,2.116,20140711,HOME
277,20150501,2.256,21,2.456,20141205,HOME
278,20150515,2.7060000000000004,19,2.7060000000000004,20150102,HOME
279,20151231,1.318,10,2.256,20150501,HOME
280,20160304,1.6440000000000001,19,1.6440000000000001,20151023,HOME
281,20160513,1.318,19,1.318,20151231,HOME
282,20161104,10.6,8,15.31,20160805,HOME
283,20160122,2.35,17,12.06,20160909,SXC
286,20160324,3.92,19,3.92,20151113,SXC
287,20160923,5.46,19,5.46,20160513,SXC
288,20141205,17.57,7,23.79,20141010,PHX
290,20151218,14.06,17,17.64,20141128,PHX
291,20160115,13.18,21,15.39,20150821,PHX
292,20161014,2.62,16,27.89,20150807,LYG
293,20161202,2.94,23,3.33,20160624,LYG
294,20171124,18.42,4,28.59,20150821,TRK
295,20170428,108.41,8,115.55,20170303,PANW
296,20130208,35.85,1,199.79,20160129,HLF
297,20130322,35.07,7,35.07,20130201,HLF
298,20140321,49.54,8,60.06,20140124,HLF
299,20150130,30.48,26,52.57,20140801,HLF
301,20130705,13.35,2,65.77,20130503,LITB
302,20131213,6.35,25,14.89,20130621,LITB
304,20140516,4.95,25,7.0,20131122,LITB
306,20140829,5.87,7,5.87,20140711,LITB
307,20150320,4.2,17,6.9,20141121,LITB
308,20150925,2.76,5,4.47,20150313,LITB
309,20160212,1.95,25,2.96,20150821,LITB
311,20170609,2.22,5,2.23,20160115,LITB
312,20171027,1.86,25,2.35,20170505,LITB
313,20171117,1.89,8,2.32,20170922,LITB
314,20151113,25.4,3,45.15,20151016,SKX
315,20161021,18.98,13,31.64,20151023,SKX
316,20161104,19.95,2,24.99,20160722,SKX
317,20170203,18.98,15,18.98,20161021,SKX
318,20151016,7.2,13,36.84,20141128,HCLP
319,20160115,4.38,26,21.62,20150717,HCLP
321,20160219,4.2,26,12.65,20150821,HCLP
322,20160226,3.7,24,12.65,20150911,HCLP
328,20160527,4.32,15,4.32,20160212,HCLP
329,20160610,3.7,15,3.7,20160226,HCLP
330,20160708,5.03,15,5.03,20160324,HCLP
331,20170818,7.55,25,17.35,20170224,HCLP
334,20171020,9.2,15,9.2,20170707,HCLP
335,20160219,35.35,5,40.56,20160108,APC
336,20151030,6.66,12,32.02,20160115,CNX
337,20160115,4.99,23,13.15,20150807,CNX
339,20160122,6.16,1,6.66,20151030,CNX
340,20160429,4.99,15,4.99,20160115,CNX
341,20150130,3.79,16,6.12,20141010,AKS
342,20151218,2.05,12,4.06,20150116,AKS
343,20160115,1.88,16,2.29,20150925,AKS
345,20161125,5.03,15,5.03,20160812,AKS
346,20170728,5.47,26,8.07,20170127,AKS
347,20171110,4.23,1,6.38,20170413,AKS
348,20160129,18.85,13,23.98,20151030,GRUB
349,20140822,11.04,22,29.35,20140321,CSLT
353,20150123,8.81,1,11.54,20140509,CSLT
354,20150220,7.16,5,8.78,20150116,CSLT
355,20150821,5.8,26,7.16,20150220,CSLT
356,20160129,3.31,25,6.06,20150807,CSLT
357,20160212,2.66,20,4.6,20150925,CSLT
360,20170203,3.05,9,4.2,20161202,CSLT
361,20140425,58.6,22,73.16,20131122,PRLB
362,20161028,44.45,26,59.83,20160429,PRLB
363,20150911,7.43,1,44.45,20161028,PHK
364,20160115,7.3801,19,7.97,20150904,PHK
365,20151231,11.05,2,12.41,20160205,LC
366,20160513,3.51,21,11.48,20151218,LC
369,20171124,4.26,2,5.63,20170217,LC
370,20171215,4.03,5,4.3,20171110,LC
371,20131206,10.02,24,11.78,20130621,DMB
372,20160219,7.81,21,20.67,20150925,DYN
374,20161202,7.74,4,8.45,20160212,DYN
375,20170421,6.38,24,8.31,20161104,DYN
377,20150130,6.98,26,13.07,20140801,GNW
378,20150821,4.59,2,8.41,20141107,GNW
379,20160212,1.7,9,4.82,20150807,GNW
383,20160219,1.93,1,2.18,20160205,GNW
384,20160520,1.7,14,1.7,20160212,GNW
385,20170210,3.43,15,3.98,20161028,GNW
386,20170526,9.28,3,31.72,20161028,RGS
387,20170811,9.13,14,9.13,20170505,RGS
388,20150522,63.42,14,63.42,20150213,OA
389,20160624,8.77,7,73.63,20160812,SQ
390,20160812,10.22,14,10.22,20160506,SQ
391,20150904,28.42,4,42.64,20131018,TDC
392,20130301,2.5,4,30.0,20150807,WMLP
393,20130712,2.1699,23,3.69,20130201,WMLP
396,20131220,1.12,24,2.3,20130705,WMLP
397,20140718,0.73,3,1.1499,20131213,WMLP
399,20160129,2.77,9,4.17,20151127,WMLP
402,20170519,3.09,2,3.25,20160108,WMLP
403,20170630,2.21,8,4.05,20170505,WMLP
406,20171222,2.4101,18,2.7,20170818,WMLP
407,20161230,23.78,8,33.02,20130215,CTL
408,20170324,22.76,20,23.05,20161104,CTL
409,20160115,13.0,6,61.06,20170908,KMI
410,20151002,5.09,7,16.82,20151204,VEDL
411,20160212,3.86,26,6.67,20150814,VEDL
412,20160520,4.1,18,4.1,20160115,VEDL
413,20170526,5.73,16,9.73,20161104,SSW
414,20170616,5.93,19,7.52,20170203,SSW
415,20141212,45.0,2,54.08,20141010,GBX
416,20151211,29.12,16,55.48,20141128,GBX
417,20160115,22.31,21,38.51,20150821,GBX
418,20160513,24.56,18,24.56,20160108,GBX
419,20171124,18.92,15,30.7,20161028,PAA
420,20160115,17.27,5,20.4,20170811,TCAP
421,20160520,17.94,23,18.65,20151211,TCAP
422,20171208,9.44,18,17.38,20160506,TCAP
423,20180105,9.41,22,14.63,20170804,TCAP
424,20160115,32.07,22,55.33,20150814,SHAK
426,20160324,32.89,19,40.85,20151113,SHAK
427,20141212,18.44,9,34.58,20160311,W
429,20150206,21.57,12,21.57,20141114,W
430,20151127,35.21,12,35.21,20150904,W
431,20161014,35.43,9,36.52,20151113,W
432,20160212,5.69,4,38.99,20160812,GMZ
433,20160408,6.19,12,6.19,20160115,GMZ
434,20140801,44.51,4,51.38,20131025,TKR
435,20131011,15.26,8,49.57,20140703,SSNI
437,20131206,15.75,12,15.75,20130913,SSNI
438,20140509,10.97,16,17.69,20140117,SSNI
439,20141128,7.17,10,10.97,20140509,SSNI
440,20150130,7.1,19,9.4,20140919,SSNI
441,20150206,7.46,13,7.73,20141107,SSNI
442,20130705,9.28,2,9.82,20170512,AUY
443,20141128,3.78,4,9.49,20130621,AUY
444,20160115,1.55,10,3.98,20141031,AUY
445,20160122,1.51,1,1.82,20151106,AUY
446,20160408,1.55,12,1.55,20160115,AUY
447,20161223,2.54,6,3.66,20161007,AUY
448,20170505,2.48,25,3.01,20161111,AUY
449,20151002,13.91,8,22.15,20151030,PHH
450,20160304,10.41,1,15.6,20150807,PHH
451,20160520,9.15,12,9.15,20160226,PHH
452,20170512,12.38,12,12.38,20170217,PHH
453,20150612,16.1,26,17.33,20141212,CVE
454,20150925,12.8,7,26.8,20140801,NYLD
455,20151211,12.29,18,15.94,20150807,NYLD
456,20160212,11.11,20,12.8,20150925,NYLD
457,20160212,5.37,5,23.85,20150529,STNG
458,20160708,4.25,26,6.55,20160108,STNG
459,20140103,33.36,26,34.35,20130705,OGE
460,20160318,26.98,25,199.47,20150925,VRX
462,20160513,25.9,10,81.77,20151106,VRX
463,20160624,20.27,16,61.31,20160304,VRX
465,20161111,18.0,26,25.9,20160513,VRX
466,20170421,8.51,7,24.14,20160610,VRX
467,20170602,12.51,13,13.06,20170303,VRX
468,20160212,8.87,5,19.31,20141128,SPN
469,20160401,11.07,12,11.07,20160108,SPN
470,20150220,10.14,10,14.4,20161028,AVAL
471,20150313,8.5,13,9.97,20141212,AVAL
472,20160122,21.34,17,23.57,20150925,XPO
473,20150515,59.85,12,59.85,20150220,CNC
474,20151002,55.97,22,62.9,20150501,CNC
475,20171222,44.57,10,50.68,20161111,PCG
476,20130419,13.02,5,57.72,20171013,FN
477,20160212,4.52,4,13.82,20130315,JMLP
478,20160603,4.88,20,4.88,20160115,JMLP
479,20160701,4.52,20,4.52,20160212,JMLP
480,20150123,18.63,26,19.4,20140725,EDU
481,20160108,20.33,10,42.0,20161202,AAN
482,20140912,13.24,18,24.67,20151030,FF
483,20160415,11.23,1,16.3,20140509,JCAP
484,20160826,12.14,20,12.14,20160408,JCAP
485,20170623,16.26,10,18.0,20170413,HCC
486,20131004,33.82,11,40.84,20130719,ELS
487,20160923,26.08,20,30.34,20160506,MUR
488,20130405,1.32,5,2.11,20130301,SOL
490,20131213,2.77,13,4.24,20130913,SOL
492,20140516,2.34,23,3.02,20131206,SOL
493,20140606,2.25,10,3.24,20140328,SOL
494,20150123,1.22,15,2.43,20141010,SOL
497,20150821,1.24,23,1.29,20150313,SOL
498,20150925,0.95,1,0.95,20150918,SOL
499,20160624,1.19,23,1.46,20160115,SOL
500,20170203,0.62,21,1.05,20160909,SOL
501,20170317,2.3,1,2.3,20170310,SOL
502,20150227,14.8,20,20.92,20141010,P
503,20160212,8.0,16,12.39,20151023,P
505,20171110,4.57,21,6.99,20170616,P
506,20180117,4.55,11,5.59,20171103,P
507,20150605,4.85,26,10.92,20141205,SRF
508,20150717,4.02,26,6.51,20150116,SRF
509,20160212,6.24,10,10.05,20151204,SRF
510,20130906,37.05,6,37.05,20130726,TPX
511,20170203,43.49,18,56.74,20160930,TPX
512,20130705,3.04,2,53.92,20171103,FSM
513,20131220,2.59,26,3.02,20130621,FSM
514,20150313,3.71,19,3.85,20140321,FSM
515,20160122,2.31,1,3.49,20141031,FSM
516,20160610,2.15,21,2.15,20160115,FSM
517,20130426,4.93,1,5.03,20130405,DQ
518,20130913,4.14,21,4.14,20130419,DQ
519,20130809,8.38,1,8.59,20130712,DQ
520,20131227,8.83,21,8.83,20130802,DQ
521,20140516,22.91,9,33.27,20131025,DQ
523,20140523,23.74,1,39.0,20140321,DQ
524,20150123,19.33,15,22.91,20140516,DQ
526,20151113,12.76,12,24.7,20141212,DQ
527,20160115,12.21,21,12.21,20150821,DQ
528,20160408,12.76,21,12.76,20151113,DQ
529,20160212,5.92,10,12.9,20160115,KYE
533,20160610,6.3,21,6.3,20160115,KYE
534,20150130,2.03,9,5.92,20160212,BXE
537,20150206,2.24,1,2.86,20150109,BXE
538,20160115,0.8794,16,2.03,20150130,BXE
541,20160318,0.945,9,0.9547,20151218,BXE
542,20160729,0.8581,19,0.8794,20160115,BXE
543,20160812,0.7544,3,0.945,20160318,BXE
544,20161111,0.77,1,0.9087,20160722,BXE
545,20170505,0.72,26,0.7858,20161104,BXE
546,20150123,16.06,15,16.06,20141010,TCS
547,20150508,15.93,22,17.54,20141205,TCS
548,20160108,4.22,13,17.19,20150501,TCS
549,20160205,4.07,17,11.9,20151009,TCS
551,20160422,4.22,15,4.22,20160108,TCS
552,20150327,9.2,15,9.2,20141212,EHIC
553,20150109,4.59,13,11.07,20151211,ICD
555,20151002,5.12,1,5.69,20141212,ICD
556,20160212,3.46,20,5.5,20150925,ICD
557,20160429,3.98,16,4.12,20160108,ICD
558,20170210,4.48,15,4.48,20161028,ICD
559,20151113,8.54,12,19.23,20150320,MTR
560,20151218,5.7,17,9.55,20150821,MTR
562,20160324,6.27,15,6.27,20151211,MTR
563,20160916,8.165,18,8.57,20160513,MTR
564,20170210,10.15,15,10.15,20161028,MTR
565,20180117,6.68,8,11.25,20170224,PPDF
566,20140801,34.05,2,38.19,20140718,LCI
567,20160318,18.5,25,49.49,20150925,LCI
568,20160401,17.61,21,37.77,20151106,LCI
570,20161111,18.05,1,18.05,20161104,LCI
571,20170818,15.65,15,21.5,20170505,LCI
573,20160226,23.22,3,23.22,20160205,IPHI
574,20140404,26.42,1,40.01,20161202,GIMO
575,20140905,10.17,23,29.66,20140328,GIMO
576,20141010,10.15,26,16.27,20140411,GIMO
578,20151009,20.42,11,26.56,20150724,GIMO
579,20170203,30.4,9,48.5,20161202,GIMO
580,20170428,31.7,14,34.2,20170120,GIMO
581,20141219,28.63,1,31.7,20170428,NGL
582,20151211,9.69,1,23.94,20141212,NGL
583,20160212,6.49,10,13.54,20151204,NGL
587,20160401,7.44,3,7.44,20160311,NGL
588,20170908,8.7,19,16.0,20170428,NGL
589,20130308,3.2,1,10.05,20170804,CBB
590,20130830,2.99,26,3.01,20130301,CBB
591,20150904,5.44,2,8.88,20140613,SFUN
592,20160212,4.85,25,5.53,20150821,SFUN
593,20141010,4.43,21,6.02,20140516,JE
594,20171124,4.36,2,5.62,20160212,JE
595,20150130,2.93,16,4.68,20171110,PQ
596,20150313,2.02,22,4.5,20141010,PQ
598,20150724,1.44,19,3.72,20141128,PQ
599,20151218,0.33,4,2.02,20150313,PQ
601,20160115,0.37,4,0.57,20151204,PQ
602,20160513,0.33,21,0.33,20151218,PQ
603,20160603,0.3701,21,0.3701,20160108,PQ
604,20161230,2.0,21,2.0,20160805,PQ
605,20170623,1.77,17,2.88,20161104,PQ
606,20170811,1.74,24,3.88,20170224,PQ
607,20171020,1.68,17,3.06,20170310,PQ
608,20171215,1.58,25,1.77,20170623,PQ
609,20180105,1.81,22,1.89,20170804,PQ
610,20140207,5.74,14,276.12,20171027,ACCO
611,20140228,5.85,17,5.85,20131101,ACCO
612,20170818,9.99,14,42.91,20150821,CBI
615,20170825,10.99,1,11.8,20170811,CBI
616,20131206,4.24,22,9.99,20170818,ANH
617,20131227,4.23,25,4.67,20130705,ANH
618,20150130,7.94,7,11.93,20141114,VSLR
619,20151120,7.72,20,8.08,20141212,VSLR
620,20160401,2.55,19,10.94,20150702,VSLR
621,20160513,2.24,25,7.72,20151120,VSLR
627,20161021,2.46,24,2.46,20160506,VSLR
628,20131213,7.93,25,11.6,20130621,AHT
629,20160212,4.84,4,8.23,20131122,AHT
630,20160701,4.67,24,4.67,20160115,AHT
631,20160826,5.79,22,6.41,20170224,LPG
632,20160916,5.44,25,8.99,20160324,LPG
633,20150402,12.67,25,19.21,20141010,CELP
634,20150807,10.58,18,12.81,20141205,CELP
635,20160108,6.92,22,12.67,20150402,CELP
636,20160115,5.82,1,10.58,20150807,CELP
637,20160212,6.0,4,6.92,20160108,CELP
638,20160701,5.82,24,5.82,20160115,CELP
639,20160729,6.0,24,6.0,20160212,CELP
640,20170908,7.28,25,8.98,20170317,CELP
641,20160624,9.97,24,9.97,20160108,IRS
642,20151030,28.48,12,62.51,20141212,SSTK
643,20160205,28.67,26,33.65,20150807,SSTK
644,20170825,31.5,3,48.4,20161104,SSTK
645,20140328,10.04,2,34.69,20170804,XOXO
646,20140912,9.78,26,9.78,20140314,XOXO
647,20160115,6.34,16,20.21,20170106,GLOG
649,20160122,7.08,1,7.66,20151218,GLOG
650,20160715,6.34,26,6.34,20160115,GLOG
651,20151002,59.65,10,88.91,20150529,URI
652,20160212,45.45,2,64.72,20150724,URI
653,20130628,36.28,6,47.91,20160129,AOS
654,20131115,39.71,26,39.71,20130517,AOS
655,20150731,21.91,22,49.97,20161007,EGL
656,20160212,11.79,3,36.1,20150227,EGL
657,20141212,6.95,9,14.2,20160122,SN
660,20150320,8.73,15,8.73,20141205,SN
661,20150925,5.33,7,6.95,20141212,SN
662,20160115,2.7,23,6.11,20150807,SN
665,20160219,2.81,5,3.68,20151218,SN
666,20160429,2.7,15,2.7,20160115,SN
667,20150925,16.76,7,33.21,20141212,SMLP
668,20151218,15.25,19,24.21,20150807,SMLP
669,20160226,12.61,22,16.76,20150925,SMLP
670,20161202,6.86,3,12.61,20160226,BSMX
671,20140425,2.81,13,7.0,20161111,CGA
672,20141212,1.4,12,3.26,20140124,CGA
673,20141226,1.49,2,2.24,20140919,CGA
674,20150327,1.4,15,1.4,20141212,CGA
675,20130628,6.16,15,6.16,20130315,JKS
676,20130913,7.94,15,7.94,20130531,JKS
677,20150123,16.73,6,29.7,20140124,JKS
678,20150327,19.59,15,19.59,20141212,JKS
679,20151204,16.82,15,16.82,20150821,JKS
680,20160429,18.14,15,18.14,20160115,JKS
681,20170106,27.63,10,46.11,20161014,TWLO
682,20170512,24.0,1,35.42,20161028,TWLO
683,20160122,7.02,1,23.97,20170505,MIE
684,20160219,6.68,1,7.32,20160115,MIE
685,20160318,5.77,5,5.77,20160212,MIE
686,20150702,11.76,24,18.5,20150116,ONDK
687,20150814,9.08,23,16.26,20150306,ONDK
688,20151016,9.0,23,15.68,20150508,ONDK
689,20160205,7.61,26,9.18,20150807,ONDK
690,20160513,4.64,17,7.69,20160115,ONDK
692,20161104,4.02,26,5.12,20160506,ONDK
693,20130222,1.66,2,4.02,20161104,SQNS
694,20130621,1.44,19,1.91,20130208,SQNS
695,20140425,1.88,26,2.1,20131025,SQNS
696,20140509,1.45,24,1.81,20131122,SQNS
697,20141024,1.52,26,1.88,20140425,SQNS
698,20140613,1.45,5,1.45,20140509,SQNS
699,20150828,1.06,24,1.54,20150313,SQNS
700,20171208,1.76,23,3.31,20170630,SQNS
703,20160122,10.17,1,43.37,20130208,LADR
704,20160108,10.18,15,10.19,20160115,BETR
705,20170310,8.38,16,10.55,20150925,BETR
706,20171110,5.06,13,9.84,20161118,BETR
707,20171124,5.27,2,7.63,20170811,BETR
708,20160408,10.94,12,15.39,20160115,PRO
709,20131108,10.07,1,39.05,20140110,BYD
710,20160212,4.86,9,10.32,20131101,CAI
713,20160401,6.27,11,6.27,20160115,CAI
714,20160429,4.86,11,4.86,20160212,CAI
715,20161104,7.2,25,7.53,20160513,CAI
716,20130906,9.93,11,9.93,20130621,NOAH
717,20131115,12.2,11,12.2,20130830,NOAH
718,20140124,13.18,13,17.93,20131025,NOAH
719,20140509,12.6,24,20.38,20131122,NOAH
