,ticker,date,week number,open,close,original date,original close,volume
0,PAR,20160520,1,4.79,4.5,20160513,4.8,345880
1,PAR,20160527,2,4.5,4.54,20160513,4.8,178266
2,PAR,20160603,3,4.49,4.57,20160513,4.8,99867
3,PAR,20160610,4,4.74,4.78,20160513,4.8,106944
4,PAR,20160617,5,4.73,4.77,20160513,4.8,109597
5,PAR,20160624,6,4.73,4.67,20160513,4.8,49223
6,PAR,20160701,7,4.65,4.83,20160513,4.8,114384
7,PAR,20160708,8,4.87,5.13,20160513,4.8,104023
8,PAR,20160715,9,5.1,5.17,20160513,4.8,90137
9,PAR,20160722,10,5.17,5.25,20160513,4.8,73629
10,PAR,20160729,11,5.3,5.15,20160513,4.8,99060
11,PAR,20160805,12,5.15,5.03,20160513,4.8,34254
12,PAR,20160812,13,5.1,5.33,20160513,4.8,44780
13,PAR,20160819,14,5.35,5.52,20160513,4.8,63019
14,PAR,20160826,15,5.54,5.35,20160513,4.8,85486
15,PAR,20160902,16,5.33,5.21,20160513,4.8,112831
16,PAR,20160909,17,5.25,5.09,20160513,4.8,38912
17,PAR,20160916,18,5.1219,5.02,20160513,4.8,53769
18,PAR,20160923,19,5.0204,5.17,20160513,4.8,38522
19,PAR,20160930,20,5.19,5.3635,20160513,4.8,67620
20,PAR,20161007,21,5.35,5.13,20160513,4.8,70399
21,PAR,20161014,22,5.17,5.2,20160513,4.8,58103
22,PAR,20161021,23,5.11,5.38,20160513,4.8,85948
23,PAR,20161028,24,5.43,5.52,20160513,4.8,161356
24,PAR,20161104,25,5.541,5.33,20160513,4.8,55073
25,PAR,20161111,26,5.42,5.48,20160513,4.8,54986
26,PAR,20171117,1,8.82,7.62,20171110,8.75,395162
27,PAR,20171124,2,7.62,7.84,20171110,8.75,109655
28,PAR,20171201,3,7.79,8.73,20171110,8.75,283607
29,PAR,20171208,4,8.85,8.9,20171110,8.75,171703
30,PAR,20171215,5,8.83,9.11,20171110,8.75,426934
31,PAR,20171222,6,9.41,9.44,20171110,8.75,489696
32,PAR,20171229,7,9.42,9.35,20171110,8.75,345668
33,PAR,20180105,8,9.35,9.3,20171110,8.75,51685
34,PAR,20180112,9,9.3,8.67,20171110,8.75,70080
35,PAR,20180117,10,8.69,8.64,20171110,8.75,45616
36,PSTG,20160603,1,11.97,11.7,20160527,11.84,8922784
37,PSTG,20160610,2,11.74,10.85,20160527,11.84,7105799
38,PSTG,20160617,3,10.84,9.77,20160527,11.84,10416391
39,PSTG,20160624,4,9.94,10.15,20160527,11.84,12637583
40,PSTG,20160701,5,10.0,10.93,20160527,11.84,6640247
41,PSTG,20160708,6,10.8,11.1,20160527,11.84,4088772
42,PSTG,20160715,7,11.17,11.73,20160527,11.84,4984922
43,PSTG,20160722,8,11.69,11.83,20160527,11.84,4522005
44,PSTG,20160729,9,11.85,12.6,20160527,11.84,4546677
45,PSTG,20160805,10,12.6,13.06,20160527,11.84,3290506
46,PSTG,20160812,11,13.1,13.62,20160527,11.84,3060511
47,PSTG,20160819,12,13.65,11.66,20160527,11.84,7716435
48,PSTG,20160826,13,11.6,11.4,20160527,11.84,17123887
49,PSTG,20160902,14,11.46,11.96,20160527,11.84,7159919
50,PSTG,20160909,15,11.96,12.18,20160527,11.84,4058756
51,PSTG,20160916,16,11.99,13.72,20160527,11.84,10758327
