,Close,Date,Open,Ticker,Volume,close at drop,weeks since drop
4104,20.77,20080111,20.64,GPI,5081600,24.94,4
4105,5.92,20081024,10.27,GPI,4944900,18.08,16
4106,5.92,20081024,10.27,GPI,4944900,21.61,4
4107,5.92,20081024,10.27,GPI,4944900,18.05,3
4108,5.92,20081024,10.27,GPI,4944900,13.62,2
4109,5.92,20081024,10.27,GPI,4944900,10.36,1
4110,5.92,20081024,10.27,GPI,4944900,5.92,1
4113,8.33,20090306,10.47,GPI,1968800,8.33,1
4114,17.4,20090515,21.68,GPI,2662200,17.4,1
4115,24.88,20091002,26.76,GPI,2182400,29.03,7
4116,25.42,20091030,32.95,GPI,5526200,25.42,1
4117,23.69,20100702,24.72,GPI,3771000,30.14,24
4118,23.69,20100702,24.72,GPI,3771000,26.3,20
4119,23.69,20100702,24.72,GPI,3771000,31.05,9
4120,23.69,20100702,24.72,GPI,3771000,26.81,8
4121,35.5,20110923,38.18,GPI,1521208,42.44,7
4122,49.8,20160212,53.9,GPI,2465183,76.98,13
4123,49.8,20160212,53.9,GPI,2465183,59.76,5
4124,53.92,20170818,56.61,GPI,1101799,66.39,19
4125,28.69,20051021,28.94,KIM,4179300,30.85,8
4126,30.7,20080118,32.85,KIM,15093100,41.05,13
4138,11.73,20091002,13.11,KIM,46811400,13.02,1
4139,11.73,20091002,13.11,KIM,46811400,11.73,1
4140,13.03,20100702,14.78,KIM,30487900,13.03,1
4141,14.58,20111007,14.65,KIM,27886600,16.09,9
4142,46.25,20000721,51.88,APC,9019300,46.25,1
4143,56.91,20010119,61.75,APC,11414800,61.97,12
4144,53.91,20010629,56.5,APC,18111600,63.75,25
4145,50.59,20010713,55.2,APC,19612800,62.03,17
4146,47.3,20010921,53.4,APC,17275900,47.3,1
4147,47.34,20020118,47.0,APC,16038100,51.65,9
4148,41.35,20031017,42.75,APC,9453600,44.46,19
4149,55.35,20080125,52.5,APC,32813600,55.73,1
4150,27.5,20081010,39.31,APC,75199800,41.54,1
4151,27.5,20081010,39.31,APC,75199800,27.5,1
4152,29.35,20081024,35.4,APC,54591100,29.35,1
4153,33.07,20081121,37.62,APC,50612400,33.07,1
4154,33.07,20090306,33.75,APC,45006300,33.95,13
4155,42.49,20090710,41.56,APC,37232700,42.67,8
4156,37.68,20100625,41.98,APC,82602400,62.16,8
4157,37.68,20100625,41.98,APC,82602400,37.68,1
4158,63.05,20110930,67.15,APC,25053300,71.51,8
4159,73.34,20141212,77.61,APC,42790792,88.37,9
4160,73.34,20141212,77.61,APC,42790792,79.15,2
4161,32.02,20160115,40.56,APC,80957292,60.05,9
4162,32.02,20160115,40.56,APC,80957292,40.56,1
4163,32.02,20160115,40.56,APC,80957292,32.02,1
4164,46.56,20160506,52.62,APC,38785017,46.56,1
4165,15.96,20010406,15.32,CUK,356200,18.08,3
4166,23.71,20030425,26.7,CUK,625500,23.71,1
4167,38.02,20060609,40.74,CUK,306900,41.93,3
4168,16.56,20081121,18.74,CUK,3121202,31.38,8
4169,16.56,20081121,18.74,CUK,3121202,24.26,6
4170,16.56,20081121,18.74,CUK,3121202,18.55,1
4171,16.56,20081121,18.74,CUK,3121202,16.56,1
4172,18.05,20090130,18.12,CUK,1421015,20.08,2
4173,32.7,20100702,35.29,CUK,1187466,37.62,8
4174,33.14,20131011,33.03,CUK,232669,34.1,2
4175,35.21,20141017,35.74,CUK,3548611,35.34,1
4176,45.2,20160708,44.91,CUK,1669513,45.35,22
4177,24.27,20141212,26.06,PAGP,14547275,26.28,9
4184,40.13,20000303,43.5,CAH,10680267,52.13,6
4185,64.76,20010427,65.3,CAH,9755700,89.0,6
4186,52.3,20020712,59.0,CAH,23615900,52.3,1
4187,50.31,20030314,55.27,CAH,22942500,62.29,16
4188,56.1,20030801,64.7,CAH,37893700,56.1,1
4189,38.49,20041022,40.95,CAH,27246900,51.76,16
4190,38.49,20041022,40.95,CAH,27246900,44.5,12
4191,29.82,20090306,32.14,CAH,16058500,38.2,21
4192,29.82,20090306,32.14,CAH,16058500,36.09,16
4193,29.82,20090306,32.14,CAH,16058500,30.23,15
4194,29.33,20090710,29.72,CAH,16534300,32.45,19
4195,25.76,20090904,34.26,CAH,29195400,30.8,13
4196,25.76,20090904,34.26,CAH,29195400,25.76,1
4197,65.17,20161104,68.53,CAH,29678440,67.5,1
4198,64.38,20170818,67.35,CAH,10453816,72.5,17
4199,12.54,20130927,13.6,ALDW,2051505,22.19,25
4200,10.57,20131108,12.64,ALDW,3234394,19.67,18
4201,10.57,20131108,12.64,ALDW,3234394,15.73,12
4202,10.57,20131108,12.64,ALDW,3234394,13.78,2
4203,10.57,20131108,12.64,ALDW,3234394,10.57,1
4204,12.5,20141212,16.29,ALDW,2466094,17.13,4
4205,12.5,20141212,16.29,ALDW,2466094,12.5,1
4206,12.9,20150116,14.6,ALDW,1404656,12.9,1
4213,22.94,20001013,25.31,HRS,3205700,27.88,26
4214,21.59,20010406,24.6,HRS,2678950,25.31,26
4215,21.59,20010406,24.6,HRS,2678950,21.59,1
4216,28.2,20011221,29.89,HRS,2976250,29.1,13
4217,24.71,20021220,24.93,HRS,2932550,30.97,21
4218,24.71,20021220,24.93,HRS,2932550,26.43,9
4219,28.2,20050429,30.05,HRS,8027600,32.56,4
4220,46.69,20080320,45.77,HRS,4103000,51.13,10
4221,29.22,20090327,30.18,HRS,18757500,35.1,24
4222,28.78,20090417,30.92,HRS,12743300,31.5,25
4223,28.78,20090417,30.92,HRS,12743300,33.04,22
4224,27.59,20090710,28.55,HRS,4915000,31.41,18
4225,33.26,20111125,35.99,HRS,3876500,35.54,9
4226,72.06,20160212,74.8,HRS,6652168,75.68,1
4227,13.94,20080104,14.88,DFS,16270700,25.64,26
4228,12.63,20080118,13.81,DFS,37909400,23.33,25
4229,12.63,20080118,13.81,DFS,37909400,19.8,13
4242,22.83,20110805,25.77,DFS,38983600,22.83,1
4243,22.94,20110930,25.7,DFS,54607900,22.94,1
4244,71.75,20170526,76.95,PRI,2942547,76.55,2
4245,11.15,20021018,12.4,PFO,186900,11.15,1
4258,23.85,20161104,28.6,BRSS,1057162,23.85,1
4259,20.33,20040514,20.25,LFC,2564200,30.55,18
4260,37.76,20070302,43.05,LFC,14407810,50.51,9
4261,37.76,20070302,43.05,LFC,14407810,48.07,8
4262,37.76,20070302,43.05,LFC,14407810,37.76,1
4263,49.15,20080703,52.23,LFC,5753297,55.35,21
4264,37.68,20081024,47.48,LFC,11187910,45.3,2
4265,37.68,20081024,47.48,LFC,11187910,37.68,1
4266,34.4,20111021,39.38,LFC,3451806,37.65,8
4267,34.4,20111021,39.38,LFC,3451806,34.4,1
4268,15.88,20150904,17.23,LFC,3160054,23.85,14
4269,10.69,20160212,11.02,LFC,3911948,16.07,25
4270,30.44,20000303,37.0,CVS,22192900,30.44,1
4271,36.13,20000804,40.75,CVS,17095400,36.13,1
4272,38.2,20010706,38.25,CVS,12983800,51.69,26
4273,23.28,20011102,32.0,CVS,58534700,53.8,26
4274,23.28,20011102,32.0,CVS,58534700,47.55,20
4275,23.28,20011102,32.0,CVS,58534700,38.6,18
4276,23.28,20011102,32.0,CVS,58534700,36.75,14
4277,23.28,20011102,32.0,CVS,58534700,23.28,1
4278,22.62,20030131,23.45,CVS,17198900,24.62,17
4279,24.98,20051014,25.75,CVS,42001600,29.03,18
4280,24.98,20051014,25.75,CVS,42001600,25.58,1
4281,24.46,20090306,25.6,CVS,74604500,26.91,20
4282,24.46,20090306,25.6,CVS,74604500,25.69,8
4283,29.79,20091106,35.55,CVS,262349900,29.79,1
4285,37.04,20070727,44.82,LAZ,11044000,49.1,21
4286,31.91,20080118,35.3,LAZ,3484600,37.04,25
4287,21.34,20090306,24.39,LAZ,6302800,37.91,26
4288,21.34,20090306,24.39,LAZ,6302800,27.78,19
4289,21.34,20090306,24.39,LAZ,6302800,25.86,16
4290,21.34,20090306,24.39,LAZ,6302800,22.87,15
4291,21.34,20090306,24.39,LAZ,6302800,25.53,13
4292,21.34,20090306,24.39,LAZ,6302800,26.21,8
4293,21.34,20090306,24.39,LAZ,6302800,24.28,1
4294,21.34,20090306,24.39,LAZ,6302800,21.34,1
4295,26.71,20090702,27.17,LAZ,2638000,27.74,9
4296,26.71,20090702,27.17,LAZ,2638000,26.99,7
4297,26.5,20100702,28.02,LAZ,6701000,34.58,8
4298,26.5,20100702,28.02,LAZ,6701000,27.96,1
4299,21.1,20110930,24.11,LAZ,6821600,29.47,8
4300,21.1,20110930,24.11,LAZ,6821600,21.1,1
4301,29.92,20160701,30.41,LAZ,12977765,37.48,25
4302,29.92,20160701,30.41,LAZ,12977765,34.71,12
4303,9.625,20000505,10.25,CAL,396530,10.6875,14
4309,10.7,20010921,13.07,CAL,274800,10.7,1
4310,15.2,20021011,15.47,CAL,730300,21.5,12
4311,15.2,20021011,15.47,CAL,730300,19.98,10
4312,15.2,20021011,15.47,CAL,730300,15.67,1
4313,25.25,20030509,30.17,CAL,2610766,25.25,1
4314,25.14,20041001,25.33,CAL,870000,33.19,12
4315,25.14,20041001,25.33,CAL,870000,26.13,8
4316,30.72,20060714,32.32,CAL,1390600,38.26,14
4317,19.99,20070803,21.41,CAL,3457826,45.48,20
4318,19.4,20070928,21.49,CAL,2672700,29.17,25
4319,12.22,20080104,15.4,CAL,4312902,21.42,23
4320,12.22,20080104,15.4,CAL,4312902,12.22,1
4321,12.64,20080314,13.37,CAL,5366106,13.37,1
4339,9.87,20091231,10.01,CAL,835737,10.37,9
4340,10.5,20100910,11.16,CAL,1765017,15.89,18
4341,10.5,20100910,11.16,CAL,1765017,14.62,10
4342,10.5,20100910,11.16,CAL,1765017,12.81,4
4343,10.5,20100910,11.16,CAL,1765017,10.95,2
4349,23.05,20160513,24.31,CAL,1717194,26.3,26
4350,19.33,20160212,21.52,SHOP,1884432,27.77,25
4351,19.33,20160212,21.52,SHOP,1884432,28.33,13
4352,19.33,20160212,21.52,SHOP,1884432,19.89,4
4353,19.33,20160212,21.52,SHOP,1884432,19.33,1
4354,26.1,20160520,26.44,SHOP,2961759,27.72,2
4355,39.05,20161202,43.71,SHOP,4162143,39.05,1
4356,13.0,20000310,14.56,ABC,1783500,14.0,2
4357,13.0,20000310,14.56,ABC,1783500,13.0,1
4358,30.44,20000714,34.56,ABC,1684600,30.44,1
4359,42.06,20010119,49.0,ABC,3531100,42.75,6
4360,42.06,20010119,49.0,ABC,3531100,45.12,2
4361,42.06,20010119,49.0,ABC,3531100,42.06,1
4362,56.0,20011109,62.3,ABC,15743000,56.0,1
4363,51.3,20021220,57.16,ABC,15964500,61.0,23
4364,46.76,20030314,51.97,ABC,14519300,51.3,12
4365,46.76,20030314,51.97,ABC,14519300,46.76,1
4366,53.5,20040326,53.4,ABC,8838600,54.0,12
4367,40.97,20060623,41.49,ABC,6669800,41.4,25
4368,29.45,20081010,36.14,ABC,12565400,29.45,1
4369,17.72,20090710,17.73,ABC,15029300,31.76,19
4370,17.72,20090710,17.73,ABC,15029300,18.31,3
4371,69.14,20161028,80.34,ABC,16493709,76.52,25
4372,69.14,20161028,80.34,ABC,16493709,69.14,1
4373,35.88,20000630,37.0,RYN,1084948,41.31,23
4374,37.5,20010921,44.0,RYN,659023,37.5,1
4375,33.34,20030703,33.87,RYN,1439199,34.85,3
4376,35.67,20031121,36.73,RYN,1400356,36.73,1
4377,36.45,20051021,53.1,RYN,1826490,36.45,1
4378,39.28,20080118,42.32,RYN,5968534,43.17,25
4379,23.38,20090306,25.97,RYN,18005067,42.06,22
4380,23.38,20090306,25.97,RYN,18005067,33.53,20
4381,23.38,20090306,25.97,RYN,18005067,27.81,19
4382,36.79,20110930,37.76,RYN,6526500,58.06,8
4383,36.79,20110930,37.76,RYN,6526500,40.4,5
4384,41.18,20140124,42.14,RYN,4425500,46.98,13
4385,25.86,20150501,26.15,RYN,3506963,26.09,24
4386,7.04,20081010,11.73,NMZ,881663,7.04,1
4391,8.86,20090306,10.06,NMZ,211727,8.86,1
4392,12.0,20140516,12.62,AMBR,616400,15.0,7
4402,10.5,20010921,12.25,KST,60800,12.25,6
4403,10.5,20010921,12.25,KST,60800,10.5,1
4406,7.9,20081010,11.55,MQY,699146,7.9,1
4407,24.3,20130823,24.57,XYL,6122800,25.27,3
4408,35.44,20010921,41.37,CNI,3149067,35.44,1
4409,40.14,20060811,40.6,CNI,4395700,47.84,23
4410,30.54,20090306,31.39,CNI,15008971,43.81,22
4411,30.54,20090306,31.39,CNI,15008971,36.93,16
4412,30.54,20090306,31.39,CNI,15008971,32.95,15
4413,30.54,20090306,31.39,CNI,15008971,34.35,7
4414,22.25,20010803,39.0,CEQP,278100,22.25,1
4415,21.762,20040507,22.85,CEQP,443800,23.98,16
4416,28.9,20080125,27.83,CEQP,972011,29.92,23
4417,13.23,20081121,18.53,CEQP,1499750,19.95,7
4418,13.23,20081121,18.53,CEQP,1499750,13.78,6
4419,13.23,20081121,18.53,CEQP,1499750,18.22,1
4420,13.23,20081121,18.53,CEQP,1499750,13.23,1
4421,20.61,20090306,22.79,CEQP,1125151,22.12,2
4422,17.33,20120127,22.55,CEQP,14560025,28.42,25
4423,15.85,20120420,16.14,CEQP,3940299,23.82,22
4424,15.85,20120420,16.14,CEQP,3940299,17.33,12
4425,12.97,20131206,15.11,CEQP,5031082,16.21,24
4426,12.72,20140214,13.26,CEQP,1835943,12.97,10
4447,15.0,20010928,16.2,CIR,177400,19.4,16
4448,12.4,20021011,13.1,CIR,131300,15.25,12
4449,12.4,20021011,13.1,CIR,131300,14.1,2
4450,12.4,20021011,13.1,CIR,131300,12.65,1
4451,17.25,20040813,17.3,CIR,269000,19.56,15
4452,26.95,20060811,27.3,CIR,234500,27.22,9
4453,38.16,20080118,41.18,CIR,603000,41.6,11
4454,38.16,20080118,41.18,CIR,603000,43.12,2
4455,18.23,20090306,21.73,CIR,1401700,53.64,26
4456,18.23,20090306,21.73,CIR,1401700,44.28,23
4457,18.23,20090306,21.73,CIR,1401700,26.9,19
4458,18.23,20090306,21.73,CIR,1401700,26.55,17
4459,18.23,20090306,21.73,CIR,1401700,22.35,16
4460,18.23,20090306,21.73,CIR,1401700,19.44,15
4461,18.23,20090306,21.73,CIR,1401700,22.45,6
4462,18.23,20090306,21.73,CIR,1401700,18.23,1
4463,22.22,20090522,23.29,CIR,526500,23.09,1
4464,25.44,20100702,27.8,CIR,426200,30.79,8
4465,25.44,20100702,27.8,CIR,426200,30.31,6
4466,27.64,20110923,30.82,CIR,544400,35.06,7
4467,27.64,20110923,30.82,CIR,544400,28.96,6
4468,27.64,20110923,30.82,CIR,544400,27.64,1
4469,30.49,20120420,31.17,CIR,833300,35.9,8
4470,49.39,20150130,50.22,CIR,567771,65.06,26
4471,49.39,20150130,50.22,CIR,567771,57.2,8
4472,33.91,20160122,35.65,CIR,589632,35.92,2
4473,48.14,20161007,59.11,CIR,851140,48.14,1
4474,42.96,20171103,49.0,CIR,935016,58.0,19
4475,8.43,20081010,11.7,NTX,212034,8.43,1
4476,10.26,20081219,10.99,NTX,179772,10.89,1
4481,8.37,20010921,10.0,AN,9752000,8.37,1
4482,10.2,20021108,10.8,AN,7199700,10.72,5
4483,12.5,20080118,12.99,AN,13829800,15.2,5
4484,8.98,20080703,10.26,AN,27303300,13.9,26
4495,17.24,20091030,20.46,AN,32112300,17.24,1
4496,32.78,20110930,33.8,AN,8064800,32.94,1
4497,32.97,20120413,33.81,AN,4095900,33.44,14
4498,43.25,20160129,45.49,AN,9332859,48.82,3
4499,18.68,20090306,21.54,AXS,10409400,29.65,22
4500,18.68,20090306,21.54,AXS,10409400,22.21,21
4501,18.68,20090306,21.54,AXS,10409400,19.33,15
4502,18.68,20090306,21.54,AXS,10409400,18.68,1
4503,14.42,20010921,16.0,OKE,1495600,20.59,14
4504,16.35,20020719,18.65,OKE,1647150,18.71,1
4505,16.35,20020719,18.65,OKE,1647150,16.35,1
4506,18.93,20090306,21.93,OKE,7615700,23.17,21
4507,18.93,20090306,21.93,OKE,7615700,18.93,1
4508,63.7,20110805,73.6,OKE,12087450,63.7,1
4509,38.83,20150612,39.7,OKE,13038965,44.86,26
4510,38.83,20150612,39.7,OKE,13038965,43.72,22
4511,18.93,20151218,20.11,OKE,29534502,24.8,2
4512,18.93,20151218,20.11,OKE,29534502,20.31,1
4513,20.18,20160212,24.3,OKE,28096580,20.18,1
4519,13.68,20160212,14.42,PLNT,1402465,16.24,25
4520,13.68,20160212,14.42,PLNT,1402465,15.94,19
4521,18.64,20170421,18.91,PLNT,4012152,20.01,22
4526,34.68,20080118,37.07,AWI,831800,41.89,25
4527,34.68,20080118,37.07,AWI,831800,37.24,22
4528,28.05,20080314,29.43,AWI,3057600,29.37,1
4529,10.22,20090306,12.58,AWI,1909500,27.08,22
4530,10.22,20090306,12.58,AWI,1909500,23.45,21
4531,10.22,20090306,12.58,AWI,1909500,19.12,19
4532,10.22,20090306,12.58,AWI,1909500,14.54,15
4533,10.22,20090306,12.58,AWI,1909500,16.58,5
4534,10.22,20090306,12.58,AWI,1909500,12.78,1
4535,10.22,20090306,12.58,AWI,1909500,10.22,1
4536,16.12,20090710,16.66,AWI,1200900,16.38,8
4537,29.36,20100702,31.74,AWI,2543700,34.25,23
4538,29.36,20100702,31.74,AWI,2543700,35.19,8
4539,29.36,20100702,31.74,AWI,2543700,35.44,6
4540,33.93,20110805,39.75,AWI,5018000,33.93,1
4541,40.67,20120803,39.01,AWI,4729100,48.77,18
4544,9.14,20100507,10.28,GIM,3924406,9.14,1
4546,21.68,20130719,23.07,PBF,5882000,28.49,11
4547,21.68,20130719,23.07,PBF,5882000,22.77,2
4548,23.0,20141017,22.63,PBF,13524239,27.01,16
4549,23.0,20141017,22.63,PBF,13524239,24.74,5
4550,26.78,20150918,30.05,PBF,8092890,31.05,4
4551,26.78,20150918,30.05,PBF,8092890,26.78,1
4552,21.91,20160708,24.18,PBF,12770830,29.74,22
4553,19.99,20170602,20.02,PBF,12714743,25.12,21
4560,14.7,20031205,16.35,GME,2402400,16.07,6
4561,14.7,20031205,16.35,GME,2402400,14.7,1
4562,18.8,20050128,19.09,GME,1765700,20.54,10
4563,18.8,20050128,19.09,GME,1765700,19.55,3
4564,17.98,20081121,23.26,GME,23459400,29.1,6
4565,17.98,20081121,23.26,GME,23459400,25.73,4
4566,17.98,20081121,23.26,GME,23459400,17.98,1
4567,20.44,20090710,20.71,GME,16641600,22.38,18
4568,20.44,20090710,20.71,GME,16641600,28.83,12
4569,20.44,20090710,20.71,GME,16641600,26.13,9
4570,20.44,20090710,20.71,GME,16641600,22.55,7
4571,17.2,20100226,19.35,GME,33482900,24.77,18
4572,17.2,20100226,19.35,GME,33482900,21.33,12
4573,17.2,20100226,19.35,GME,33482900,17.2,1
4574,18.25,20100910,18.96,GME,8921400,19.21,12
4575,20.72,20110812,21.64,GME,21626700,23.59,4
4576,32.11,20130524,39.76,GME,40043300,32.11,1
4577,35.07,20140131,36.6,GME,21673900,49.86,10
4578,35.07,20140131,36.6,GME,21673900,37.65,2
4579,32.27,20150109,33.52,GME,20974292,41.22,23
4580,32.27,20150109,33.52,GME,20974292,37.86,7
4581,32.27,20150109,33.52,GME,20974292,32.3,4
4582,25.64,20160115,28.33,GME,22043126,37.18,9
4583,20.73,20161104,23.95,GME,26934542,28.74,10
4584,20.7,20170324,24.66,GME,29615267,20.73,20
4585,18.67,20170901,19.41,GME,17056068,20.7,23
4586,21.88,20010412,22.45,KR,15636600,23.19,14
4587,21.88,20010412,22.45,KR,15636600,22.12,1
4588,20.33,20020201,20.95,KR,24230900,23.29,19
4589,19.52,20020614,21.95,KR,31225100,20.51,26
4590,12.8,20021004,14.0,KR,26185300,19.52,16
4591,12.8,20021004,14.0,KR,26185300,18.08,5
4592,12.64,20030314,12.82,KR,23422900,15.37,25
4593,14.97,20040806,15.7,KR,13755200,16.76,21
4594,19.85,20090306,20.35,KR,39742500,23.78,21
4595,19.32,20100604,20.06,KR,30333100,20.03,25
4596,34.07,20150904,34.87,KR,35516394,38.72,7
4597,20.06,20170929,20.05,KR,76753666,22.29,15
4598,11.81,20000331,14.44,SBR,346200,11.81,1
4599,20.03,20011214,21.41,SBR,121000,23.14,26
4600,20.03,20011214,21.41,SBR,121000,21.3,12
4601,20.03,20011214,21.41,SBR,121000,20.13,4
4602,17.8,20020719,19.77,SBR,152100,19.9,1
4603,20.17,20030321,21.18,SBR,108000,20.78,1
4604,38.86,20070119,39.25,SBR,192500,43.24,6
4605,37.71,20081205,41.5,SBR,260094,59.9999,20
4606,29.09,20090306,31.5,SBR,282438,40.75,21
4607,29.09,20090306,31.5,SBR,282438,38.08,15
4608,29.09,20090306,31.5,SBR,282438,31.6,2
4609,38.1901,20090807,39.25,SBR,158016,40.31,3
4610,43.23,20100319,48.92,SBR,262540,43.23,1
4611,57.19,20110805,66.25,SBR,288929,57.19,1
4612,44.28,20121116,46.95,SBR,243365,49.77,26
4613,36.64,20141226,39.2,SBR,132548,38.24,2
4669,17.35,20010921,19.9,KWR,82400,17.35,1
4670,16.83,20080118,19.11,KWR,289400,20.64,25
4671,16.83,20080118,19.11,KWR,289400,19.35,2
4672,16.83,20080118,19.11,KWR,289400,16.83,1
4673,11.2,20081121,14.37,KWR,634100,26.7,21
4682,17.07,20100205,17.54,KWR,191500,17.49,1
4683,24.38,20100604,27.49,KWR,629500,25.17,4
4684,24.38,20100604,27.49,KWR,629500,24.95,2
4685,24.38,20100604,27.49,KWR,629500,24.38,1
4686,25.88,20100702,28.96,KWR,737100,25.88,1
4687,29.92,20100820,30.89,KWR,782400,30.81,1
4688,25.92,20110930,27.3,KWR,457000,33.72,8
4689,25.92,20110930,27.3,KWR,457000,28.89,6
4690,38.93,20120601,41.24,KWR,253500,39.24,2
4691,89.0,20010921,102.07,BCS,107950,89.0,1
4692,23.6,20021213,25.1,BCS,791900,28.83,22
4693,21.99,20030307,23.25,BCS,597300,25.8,13
4694,48.66,20070824,50.67,BCS,4478900,55.79,25
4695,21.68,20080711,22.59,BCS,11366659,34.39,22
4696,15.2,20081010,22.76,BCS,15847393,35.36,26
4708,17.96,20090626,17.68,BCS,12145983,18.63,3
4709,16.68,20100212,16.6,BCS,14280005,20.9,15
4710,16.14,20100702,16.85,BCS,13000626,17.1,23
4711,16.14,20100702,16.85,BCS,13000626,20.42,9
4712,16.14,20100702,16.85,BCS,13000626,16.61,8
4716,15.46,20140314,16.28,BCS,24221433,17.45,25
4750,10.58,20070302,12.35,PQ,2035200,10.58,1
4751,11.62,20080125,12.12,PQ,4153300,12.9,1
4815,16.21,20150327,17.51,ENBL,927745,20.12,17
4816,16.21,20150327,17.51,ENBL,927745,17.4,15
4822,12.73,20160729,13.65,ENBL,1112489,14.19,7
4823,14.73,20161125,16.4,ENBL,4978885,14.73,1
4824,35.85,20040507,37.86,REG,1907200,41.41,4
4825,54.7,20080118,57.11,REG,4667100,63.72,25
4826,22.02,20090306,25.99,REG,15052800,55.75,22
4827,22.02,20090306,25.99,REG,15052800,41.63,20
4828,22.02,20090306,25.99,REG,15052800,32.88,19
4829,22.02,20090306,25.99,REG,15052800,32.71,16
4830,22.02,20090306,25.99,REG,15052800,27.03,15
4831,22.02,20090306,25.99,REG,15052800,29.27,3
4832,22.02,20090306,25.99,REG,15052800,22.02,1
4833,24.93,20090320,28.59,REG,16102100,24.93,1
4834,29.43,20090717,31.19,REG,11714500,30.85,9
4835,31.62,20091127,33.4,REG,3938600,36.28,9
4836,33.25,20100702,37.09,REG,5486200,33.25,1
4837,34.46,20111007,35.04,REG,6187000,37.63,9
4838,18.5,20010629,20.99,WPC,245800,18.5,1
4839,29.02,20030801,33.15,WPC,693900,29.02,1
4840,18.02,20090306,18.27,WPC,682236,18.86,21
4841,18.02,20090306,18.27,WPC,682236,20.2,19
4844,10.56,20030926,12.35,GTN,1930000,10.56,1
4901,11.15,20150911,11.52,GTN,3109592,14.6,5
4902,10.4,20160212,11.15,GTN,4217231,11.79,25
4903,10.4,20160212,11.15,GTN,4217231,13.57,5
4904,9.9,20160729,11.12,GTN,5239775,11.3,25
4909,12.4,20170602,12.55,GTN,4089732,13.1,4
4910,49.49,20010629,50.2,STT,9683000,98.5,23
4911,40.25,20010921,40.0,STT,10134100,54.35,16
4912,31.94,20030328,34.12,STT,15391600,33.96,25
4913,42.06,20041015,43.25,STT,22289800,43.62,13
4914,59.56,20080711,62.27,STT,35113900,74.08,25
4915,40.76,20081017,46.49,STT,62875600,68.54,26
4916,17.98,20090306,22.74,STT,65734900,59.69,24
4917,17.98,20090306,22.74,STT,65734900,46.96,22
4918,17.98,20090306,22.74,STT,65734900,40.76,20
4919,17.98,20090306,22.74,STT,65734900,31.78,15
4920,17.98,20090306,22.74,STT,65734900,37.24,12
4921,17.98,20090306,22.74,STT,65734900,35.84,10
4922,17.98,20090306,22.74,STT,65734900,36.35,7
4923,17.98,20090306,22.74,STT,65734900,27.0,3
4924,17.98,20090306,22.74,STT,65734900,22.72,2
4925,17.98,20090306,22.74,STT,65734900,17.98,1
4926,39.4,20091211,41.52,STT,28889100,45.7,7
4928,12.34,20040514,12.48,TDF,1611600,17.3,17
4929,12.34,20040514,12.48,TDF,1611600,12.9,2
4930,16.15,20050415,18.09,TDF,371900,16.15,1
4931,19.51,20060714,21.01,TDF,494900,23.33,9
4932,19.51,20060714,21.01,TDF,494900,19.58,5
4933,23.88,20080320,23.11,TDF,567846,25.46,9
4934,13.83,20081024,16.38,TDF,584169,21.08,6
4935,13.83,20081024,16.38,TDF,584169,13.9,2
4936,13.83,20081024,16.38,TDF,584169,13.83,1
4937,13.91,20081121,15.49,TDF,918906,15.6399,1
4938,13.91,20081121,15.49,TDF,918906,13.91,1
4939,22.69,20141212,27.13,TDF,558936,22.69,1
4940,14.81,20160212,15.65,TDF,238409,19.75,25
4941,14.81,20160212,15.65,TDF,238409,18.15,22
4942,26.1,20011116,27.75,MRO,12779700,26.75,8
4943,57.25,20051111,60.9,MRO,25811250,62.35,5
4944,49.81,20070803,55.53,MRO,85403300,62.12,6
4945,47.49,20080118,54.76,MRO,66832600,55.15,25
4946,47.49,20080118,54.76,MRO,66832600,49.81,24
4947,43.38,20080718,46.92,MRO,73816700,47.49,26
4948,20.92,20090306,22.57,MRO,96102300,35.58,22
4949,20.92,20090306,22.57,MRO,96102300,25.56,21
4950,20.92,20090306,22.57,MRO,96102300,23.56,19
4951,20.92,20090306,22.57,MRO,96102300,26.69,16
4952,20.92,20090306,22.57,MRO,96102300,22.52,15
4953,20.92,20090306,22.57,MRO,96102300,22.31,13
4954,28.33,20090710,28.17,MRO,59681600,28.63,8
4955,21.58,20110930,22.23,MRO,43854900,32.95,13
4956,21.58,20110930,22.23,MRO,43854900,26.12,8
4957,21.58,20110930,22.23,MRO,43854900,22.06,1
4958,25.45,20141212,28.97,MRO,54167029,28.92,2
4959,25.45,20141212,28.97,MRO,54167029,25.45,1
4960,8.14,20160115,10.4,MRO,148018284,18.4,23
4965,10.29,20160324,11.47,MRO,109743175,10.29,1
4966,12.03,20160506,14.02,MRO,125431281,12.03,1
4967,12.94,20000310,13.5,DRI,2040268,15.75,6
4968,16.25,20000630,16.69,DRI,2062934,16.94,4
4969,19.99,20010202,20.63,DRI,3888534,20.25,3
4970,18.6,20021101,23.8,DRI,20746900,25.47,26
4971,17.05,20030221,20.63,DRI,13242900,18.6,16
4972,17.05,20030221,20.63,DRI,13242900,17.05,1
4973,18.39,20030926,22.41,DRI,13614900,18.39,1
4974,22.19,20080111,25.6,DRI,19004400,27.51,3
4975,22.19,20080111,25.6,DRI,19004400,22.19,1
4976,28.25,20080307,31.83,DRI,12526400,28.25,1
4977,14.3,20081121,17.05,DRI,12454400,31.74,26
4978,14.3,20081121,17.05,DRI,12454400,29.29,12
