,Ticker,Open,Close,Date,Volume
0,WD,49.16,52.33,2017-09-29,929111
1,WD,46.77,49.23,2017-09-22,800991
2,WD,49.08,52.26,2017-07-07,804032
3,WD,45.0,49.01,2017-05-05,2992440
4,WD,37.88,40.02,2017-02-17,1730301
5,WD,32.78,37.46,2017-02-10,2552222
6,WD,30.58,32.95,2017-02-03,1496587
7,WD,29.45,32.38,2016-12-09,927190
8,WD,23.82,27.15,2016-11-04,1743745
9,WD,23.66,27.74,2016-08-05,1230722
10,WD,22.05,23.88,2016-05-06,1678545
11,WD,22.46,23.65,2016-02-26,1305280
12,WD,22.69,23.96,2016-01-29,1160172
13,WD,27.25,29.77,2015-11-20,1186164
14,WD,27.93,29.5,2015-10-23,2167757
15,WD,24.71,26.33,2015-09-25,1398158
16,WD,23.07,24.39,2015-08-28,1524206
17,WD,23.22,24.58,2015-08-14,1838978
18,WD,24.64,26.94,2015-06-26,3189916
19,WD,22.74,24.11,2015-05-22,2040406
20,WD,19.31,23.0,2015-05-08,4584048
21,WD,16.62,17.68,2015-03-20,3212636
22,WD,16.41,17.3,2015-01-16,919283
23,WD,14.0,15.12,2014-10-17,519053
24,WD,13.0,14.04,2014-10-03,433568
25,WD,13.89,14.89,2014-08-08,433000
26,WD,13.08,13.85,2014-08-01,332900
27,WD,14.77,17.05,2014-02-14,503600
28,WD,13.8,16.08,2013-11-22,926300
29,WD,13.11,13.88,2013-11-15,603100
30,WD,18.5,20.78,2013-01-18,696300
31,WD,17.17,18.5,2013-01-11,596300
32,WD,16.21,17.18,2013-01-04,362900
33,WD,16.13,17.03,2012-10-19,252000
34,WD,15.39,16.87,2012-10-05,746000
35,WD,14.7,15.93,2012-09-21,542700
36,WD,14.0,14.95,2012-09-14,302600
37,WD,13.22,13.94,2012-09-07,313300
38,WD,11.07,12.06,2012-06-08,165000
39,WD,12.61,13.27,2012-04-05,349500
40,WD,11.35,12.71,2012-03-09,281400
41,WD,11.53,12.32,2011-12-02,209900
42,WD,11.59,12.65,2011-10-14,184800
43,WD,10.75,11.62,2011-09-30,249000
44,WD,12.46,13.45,2011-06-24,673900
45,WD,12.15,13.13,2011-05-20,535700
46,WD,11.24,11.99,2011-04-29,166400
47,WD,11.23,12.35,2011-02-04,579800
48,WD,10.06,10.64,2011-01-14,879600
49,SOR,63.35,66.862,2014-10-24,72041
50,SOR,51.55,54.49,2013-01-04,32333
51,SOR,49.24,53.108,2012-02-17,34955
52,SOR,43.66,46.53,2011-12-02,65715
53,SOR,45.86,48.5239,2011-10-28,79939
54,SOR,42.58,45.07,2011-10-14,44081
55,SOR,43.03,46.35,2011-09-16,117808
56,SOR,53.58,57.14,2011-01-14,63319
57,SOR,42.51,44.636,2010-03-05,44674
58,SOR,40.0,42.34,2009-10-09,45859
59,SOR,35.97,38.06,2009-07-24,80738
60,SOR,33.24,35.95,2009-07-17,74268
61,SOR,32.95,34.65,2009-05-08,58838
62,SOR,28.77,30.3973,2009-04-03,41192
63,SOR,27.69,29.12,2009-03-27,55892
64,SOR,22.71,25.5279,2009-03-13,79824
65,SOR,28.0,30.569,2009-02-06,40357
66,SOR,27.33,29.95,2009-01-02,72771
67,SOR,26.2,28.0,2008-12-19,94923
68,SOR,22.55,26.36,2008-11-28,56350
69,SOR,31.8,35.45,2008-10-31,49732
