,Close,Date,Open,Ticker
106,5.0000,2016-03-31,4.6100,FAX
107,4.5900,2016-02-29,4.4600,FAX
108,4.4600,2016-01-29,4.5400,FAX
109,4.5700,2015-12-31,4.5100,FAX
110,4.5000,2015-11-30,4.7400,FAX
111,4.7500,2015-10-30,4.5000,FAX
112,4.5000,2015-09-30,4.4900,FAX
113,4.5000,2015-08-31,4.7100,FAX
114,4.7300,2015-07-31,4.9500,FAX
115,4.9600,2015-06-30,5.3200,FAX
116,5.3000,2015-05-29,5.5300,FAX
117,5.5500,2015-04-30,5.4100,FAX
118,5.3800,2015-03-31,5.5700,FAX
119,5.5700,2015-02-27,5.5100,FAX
120,5.5200,2015-01-30,5.5200,FAX
121,5.5500,2014-12-31,5.8000,FAX
122,5.8000,2014-11-28,5.8600,FAX
123,5.8800,2014-10-31,5.8800,FAX
124,5.9000,2014-09-30,6.0800,FAX
125,6.1100,2014-08-29,6.0900,FAX
126,6.1000,2014-07-31,6.2600,FAX
127,6.2800,2014-06-30,6.2500,FAX
128,6.2400,2014-05-30,6.2500,FAX
129,6.2400,2014-04-30,6.1300,FAX
130,6.1100,2014-03-31,6.0200,FAX
131,6.0500,2014-02-28,5.7500,FAX
132,5.7700,2014-01-31,5.7700,FAX
133,5.7600,2013-12-31,6.0300,FAX
134,6.0400,2013-11-29,6.4600,FAX
135,6.4600,2013-10-31,6.0800,FAX
136,6.0600,2013-09-30,6.0300,FAX
137,6.0300,2013-08-30,6.1200,FAX
138,6.0600,2013-07-31,6.2200,FAX
139,6.2000,2013-06-28,6.6700,FAX
140,6.7000,2013-05-31,7.6500,FAX
141,7.6200,2013-04-30,7.7300,FAX
142,7.7800,2013-03-28,7.8000,FAX
143,7.8000,2013-02-28,7.8800,FAX
144,7.8600,2013-01-31,7.8200,FAX
145,7.7400,2012-12-31,7.9000,FAX
146,7.9000,2012-11-30,7.9000,FAX
147,7.9000,2012-10-31,7.8100,FAX
148,7.7800,2012-09-28,7.9100,FAX
149,7.9100,2012-08-31,7.9100,FAX
150,7.9100,2012-07-31,7.6800,FAX
151,7.6400,2012-06-29,7.2900,FAX
152,7.3400,2012-05-31,7.5800,FAX
153,7.5600,2012-04-30,7.2800,FAX
154,7.2900,2012-03-30,7.6000,FAX
155,7.5800,2012-02-29,7.5900,FAX
156,7.5500,2012-01-31,7.3600,FAX
157,7.3300,2011-12-30,6.9800,FAX
158,6.9900,2011-11-30,6.8400,FAX
159,6.9300,2011-10-31,6.7600,FAX
160,6.8900,2011-09-30,7.6200,FAX
161,7.6300,2011-08-31,7.7100,FAX
162,7.6300,2011-07-29,7.3800,FAX
163,7.3300,2011-06-30,7.2800,FAX
164,7.2800,2011-05-31,7.3800,FAX
165,7.3400,2011-04-29,6.9500,FAX
166,6.9300,2011-03-31,6.8000,FAX
167,6.7900,2011-02-28,6.7100,FAX
168,6.6700,2011-01-31,6.7500,FAX
169,6.7500,2010-12-31,6.9300,FAX
170,6.8900,2010-11-30,6.9200,FAX
171,6.9000,2010-10-29,6.9600,FAX
172,6.9600,2010-09-30,6.6600,FAX
173,6.6200,2010-08-31,6.4600,FAX
174,6.4400,2010-07-30,6.0200,FAX
175,6.0500,2010-06-30,5.9800,FAX
176,6.1000,2010-05-28,6.8300,FAX
177,6.8300,2010-04-30,6.5500,FAX
178,6.5200,2010-03-31,6.4000,FAX
179,6.4200,2010-02-26,6.3400,FAX
180,6.3100,2010-01-29,6.2700,FAX
181,6.2200,2009-12-31,6.5400,FAX
182,6.5000,2009-11-30,6.0400,FAX
183,6.0400,2009-10-30,6.2400,FAX
184,6.1900,2009-09-30,5.8700,FAX
185,5.8400,2009-08-31,5.9000,FAX
186,5.8400,2009-07-31,5.5900,FAX
187,5.5800,2009-06-30,5.5000,FAX
188,5.5100,2009-05-29,4.9500,FAX
189,4.9500,2009-04-30,4.7300,FAX
190,4.7700,2009-03-31,4.0900,FAX
191,4.2100,2009-02-27,4.6200,FAX
192,4.6100,2009-01-30,4.3300,FAX
193,4.3000,2008-12-31,3.6800,FAX
194,3.7200,2008-11-28,4.2900,FAX
195,4.1800,2008-10-31,5.0000,FAX
196,5.0200,2008-09-30,5.8000,FAX
197,5.7800,2008-08-29,6.0300,FAX
198,6.0100,2008-07-31,6.0000,FAX
199,6.0200,2008-06-30,6.3500,FAX
200,6.3400,2008-05-30,6.2500,FAX
201,6.2200,2008-04-30,6.2400,FAX
202,6.2000,2008-03-31,6.3400,FAX
203,6.2500,2008-02-29,6.0200,FAX
204,6.0300,2008-01-31,5.8600,FAX
205,5.8000,2007-12-31,5.9900,FAX
206,5.9800,2007-11-30,6.2700,FAX
207,6.2800,2007-10-31,6.2500,FAX
208,6.2400,2007-09-28,5.9900,FAX
209,5.9500,2007-08-31,6.2100,FAX
210,6.2800,2007-07-31,6.4000,FAX
211,6.3900,2007-06-29,6.4500,FAX
212,6.4800,2007-05-31,6.6000,FAX
213,6.6000,2007-04-30,6.4100,FAX
214,6.3900,2007-03-30,6.3200,FAX
215,6.3100,2007-02-28,6.2100,FAX
216,6.2100,2007-01-31,6.2000,FAX
217,6.2200,2006-12-29,6.3000,FAX
218,6.2900,2006-11-30,6.1000,FAX
219,6.0900,2006-10-31,6.0600,FAX
220,6.0400,2006-09-29,6.1000,FAX
221,6.1100,2006-08-31,6.0000,FAX
222,6.0200,2006-07-31,5.9800,FAX
223,5.9700,2006-06-30,6.0900,FAX
224,6.0700,2006-05-31,6.0500,FAX
225,6.0300,2006-04-28,5.9400,FAX
226,5.9400,2006-03-31,6.1600,FAX
227,6.1500,2006-02-28,6.2000,FAX
228,6.1800,2006-01-31,5.7400,FAX
229,5.8000,2005-12-30,5.7700,FAX
230,5.7700,2005-11-30,5.7100,FAX
231,5.7600,2005-10-31,6.2500,FAX
232,6.2500,2005-09-30,6.3600,FAX
233,6.3600,2005-08-31,6.3100,FAX
234,6.2900,2005-07-29,6.2900,FAX
235,6.3000,2005-06-30,6.1500,FAX
236,6.1500,2005-05-31,6.2900,FAX
237,6.2500,2005-04-29,6.0800,FAX
238,6.0600,2005-03-31,6.6300,FAX
239,6.6600,2005-02-28,6.4400,FAX
240,6.4400,2005-01-31,6.4300,FAX
241,6.4800,2004-12-31,6.6300,FAX
242,6.6300,2004-11-30,6.3900,FAX
243,6.3400,2004-10-29,6.1300,FAX
244,6.1600,2004-09-30,6.0000,FAX
245,6.0300,2004-08-31,5.8600,FAX
246,5.8700,2004-07-30,5.7500,FAX
247,5.7500,2004-06-30,5.7500,FAX
248,5.7900,2004-05-28,5.3600,FAX
249,5.3700,2004-04-30,6.5500,FAX
250,6.5500,2004-03-31,6.6000,FAX
251,6.6200,2004-02-27,6.6600,FAX
252,6.6600,2004-01-30,6.3200,FAX
253,6.3500,2003-12-31,6.2600,FAX
254,6.2600,2003-11-28,6.0300,FAX
255,6.0300,2003-10-31,5.6700,FAX
256,5.7000,2003-09-30,5.2600,FAX
257,5.2800,2003-08-29,5.2000,FAX
258,5.2400,2003-07-31,5.6000,FAX
259,5.5900,2003-06-30,5.4000,FAX
260,5.4200,2003-05-30,5.1500,FAX
261,5.1400,2003-04-30,4.9500,FAX
262,4.9300,2003-03-31,4.9400,FAX
263,4.9200,2003-02-28,4.9700,FAX
264,4.9600,2003-01-31,4.6300,FAX
265,4.6300,2002-12-31,4.2900,FAX
266,4.3300,2002-11-29,4.2100,FAX
267,4.2500,2002-10-31,4.5200,FAX
268,4.5500,2002-09-30,4.7100,FAX
269,4.7000,2002-08-30,4.4600,FAX
270,4.5000,2002-07-31,4.7700,FAX
271,4.7700,2002-06-28,4.8400,FAX
272,4.8300,2002-05-31,4.4600,FAX
273,4.4500,2002-04-30,4.2300,FAX
274,4.2200,2002-03-28,4.0400,FAX
275,4.0400,2002-02-28,3.9800,FAX
276,3.9900,2002-01-31,3.8500,FAX
277,3.8400,2001-12-31,4.1000,FAX
278,4.1200,2001-11-30,4.0600,FAX
279,4.0200,2001-10-31,3.9600,FAX
280,3.9700,2001-09-28,4.2500,FAX
281,4.3300,2001-08-31,4.0900,FAX
282,4.0800,2001-07-31,4.0600,FAX
283,4.1100,2001-06-29,3.9600,FAX
284,3.9900,2001-05-31,3.8500,FAX
285,3.8500,2001-04-30,3.9000,FAX
286,3.9200,2001-03-30,4.0700,FAX
287,4.0700,2001-02-28,4.2000,FAX
288,4.1800,2001-01-31,4.0500,FAX
289,4.0400,2000-12-29,3.8200,FAX
290,3.8300,2000-11-30,3.8900,FAX
291,3.8600,2000-10-31,4.2100,FAX
292,4.2000,2000-09-29,4.4375,FAX
293,4.5000,2000-08-31,4.5000,FAX
294,4.5625,2000-07-31,4.6250,FAX
295,4.6250,2000-06-30,4.1875,FAX
296,4.1250,2000-05-31,4.3750,FAX
297,4.2500,2000-04-28,4.4375,FAX
298,4.5000,2000-03-31,5.0000,FAX
299,5.0000,2000-02-29,5.0625,FAX
300,6.5800,2018-01-12,6.3700,IAF
301,6.3700,2017-12-29,6.3300,IAF
302,6.3400,2017-11-30,6.3000,IAF
303,6.2500,2017-10-31,6.2600,IAF
304,6.1900,2017-09-29,6.2100,IAF
305,6.1900,2017-08-31,6.2500,IAF
306,6.2300,2017-07-31,6.0800,IAF
307,6.0900,2017-06-30,6.0700,IAF
308,6.0800,2017-05-31,6.2200,IAF
309,6.2400,2017-04-28,6.0600,IAF
310,6.0600,2017-03-31,6.2000,IAF
311,6.1600,2017-02-28,5.8000,IAF
312,5.8200,2017-01-31,5.4900,IAF
313,5.4200,2016-12-30,5.7200,IAF
314,5.6900,2016-11-30,5.5700,IAF
315,5.5600,2016-10-31,5.7400,IAF
316,5.8300,2016-09-30,5.7300,IAF
317,5.7300,2016-08-31,5.9900,IAF
318,5.9900,2016-07-29,5.6200,IAF
319,5.6400,2016-06-30,5.7600,IAF
320,5.7600,2016-05-31,5.6700,IAF
321,5.6900,2016-04-29,5.4700,IAF
322,5.5600,2016-03-31,5.1000,IAF
323,5.0400,2016-02-29,5.0300,IAF
324,5.0700,2016-01-29,5.2400,IAF
325,5.4500,2015-12-31,5.5300,IAF
326,5.4800,2015-11-30,5.5000,IAF
327,5.5700,2015-10-30,5.4500,IAF
328,5.3600,2015-09-30,5.3700,IAF
329,5.5300,2015-08-31,6.1700,IAF
330,6.1500,2015-07-31,6.4900,IAF
331,6.4300,2015-06-30,6.8800,IAF
332,6.9500,2015-05-29,7.1400,IAF
333,7.1500,2015-04-30,7.1300,IAF
334,7.1500,2015-03-31,7.4100,IAF
335,7.4300,2015-02-27,6.8500,IAF
336,6.7700,2015-01-30,6.8400,IAF
337,6.8600,2014-12-31,7.3400,IAF
338,7.3800,2014-11-28,7.9000,IAF
339,7.9500,2014-10-31,7.8000,IAF
340,7.8100,2014-09-30,8.9800,IAF
341,8.9900,2014-08-29,8.8800,IAF
342,8.9200,2014-07-31,9.1200,IAF
343,9.0800,2014-06-30,8.9900,IAF
344,9.0000,2014-05-30,8.9900,IAF
345,9.0400,2014-04-30,9.0200,IAF
346,9.0300,2014-03-31,8.8800,IAF
347,8.9700,2014-02-28,8.4500,IAF
348,8.4200,2014-01-31,8.4100,IAF
349,8.4400,2013-12-31,9.6900,IAF
350,9.7100,2013-11-29,10.7700,IAF
351,10.7100,2013-10-31,10.3600,IAF
352,10.3400,2013-09-30,10.6100,IAF
353,10.4400,2013-08-30,10.0600,IAF
354,10.0600,2013-07-31,9.6500,IAF
355,9.6600,2013-06-28,10.0100,IAF
356,9.9500,2013-05-31,10.7300,IAF
357,10.8000,2013-04-30,11.3100,IAF
358,11.3300,2013-03-28,11.1600,IAF
359,11.2300,2013-02-28,10.8300,IAF
360,10.7900,2013-01-31,10.6000,IAF
361,10.4400,2012-12-31,10.3400,IAF
362,10.3300,2012-11-30,10.3200,IAF
363,10.3700,2012-10-31,10.3700,IAF
364,10.3800,2012-09-28,9.9900,IAF
365,10.0500,2012-08-31,10.3300,IAF
366,10.2900,2012-07-31,10.0100,IAF
367,9.9800,2012-06-29,9.4800,IAF
368,9.6100,2012-05-31,11.0500,IAF
369,11.0200,2012-04-30,10.6700,IAF
370,10.7500,2012-03-30,10.8900,IAF
371,10.9300,2012-02-29,10.5400,IAF
372,10.4900,2012-01-31,9.2100,IAF
373,9.0500,2011-12-30,9.7000,IAF
374,9.7500,2011-11-30,9.9500,IAF
375,10.3100,2011-10-31,9.6700,IAF
376,9.5700,2011-09-30,11.1500,IAF
377,11.1500,2011-08-31,12.2200,IAF
378,11.9700,2011-07-29,12.2800,IAF
379,12.3500,2011-06-30,12.5500,IAF
380,12.5400,2011-05-31,12.8500,IAF
381,12.8800,2011-04-29,12.4300,IAF
382,12.4100,2011-03-31,12.2500,IAF
383,12.2500,2011-02-28,11.8200,IAF
384,11.7400,2011-01-31,12.1000,IAF
385,11.9800,2010-12-31,12.2100,IAF
386,12.0200,2010-11-30,12.7700,IAF
387,12.7000,2010-10-29,12.0100,IAF
388,11.9400,2010-09-30,10.2900,IAF
389,10.1600,2010-08-31,10.4900,IAF
390,10.3900,2010-07-30,9.2700,IAF
391,9.3400,2010-06-30,9.7500,IAF
392,9.9100,2010-05-28,11.7500,IAF
393,11.8000,2010-04-30,12.1700,IAF
394,12.1400,2010-03-31,11.4400,IAF
395,11.4600,2010-02-26,10.6200,IAF
396,10.5300,2010-01-29,12.4100,IAF
397,12.1700,2009-12-31,12.7500,IAF
398,12.5800,2009-11-30,11.3700,IAF
399,11.3500,2009-10-30,11.9200,IAF
400,11.9600,2009-09-30,10.6600,IAF
401,10.6300,2009-08-31,10.5200,IAF
402,10.2600,2009-07-31,9.4000,IAF
403,9.4100,2009-06-30,10.9200,IAF
404,10.6600,2009-05-29,7.5100,IAF
405,7.5300,2009-04-30,6.6400,IAF
406,6.8500,2009-03-31,5.8000,IAF
407,6.0000,2009-02-27,6.5300,IAF
408,6.7800,2009-01-30,7.4700,IAF
409,7.2400,2008-12-31,6.7600,IAF
410,6.8100,2008-11-28,8.3800,IAF
411,8.6000,2008-10-31,11.1500,IAF
412,10.3500,2008-09-30,13.3300,IAF
413,13.2800,2008-08-29,14.2000,IAF
414,14.2200,2008-07-31,15.3000,IAF
415,15.4400,2008-06-30,16.9100,IAF
416,16.9300,2008-05-30,16.2800,IAF
417,16.3100,2008-04-30,15.3500,IAF
418,15.2000,2008-03-31,16.7400,IAF
419,16.6500,2008-02-29,16.0600,IAF
420,15.7500,2008-01-31,17.8600,IAF
421,17.7000,2007-12-31,17.2200,IAF
422,17.4500,2007-11-30,18.0600,IAF
423,18.2500,2007-10-31,17.3000,IAF
424,17.4000,2007-09-28,15.4500,IAF
425,15.4500,2007-08-31,16.8500,IAF
426,17.1800,2007-07-31,17.3500,IAF
427,17.2700,2007-06-29,16.4700,IAF
428,16.4100,2007-05-31,16.4100,IAF
429,16.3900,2007-04-30,14.7600,IAF
430,14.8600,2007-03-30,14.1600,IAF
431,14.5500,2007-02-28,14.1500,IAF
432,14.1300,2007-01-31,13.9600,IAF
433,13.9600,2006-12-29,14.4200,IAF
434,14.4000,2006-11-30,14.0800,IAF
435,13.9900,2006-10-31,12.8000,IAF
436,12.7600,2006-09-29,13.3100,IAF
437,13.3000,2006-08-31,12.9400,IAF
438,13.0400,2006-07-31,12.8500,IAF
439,12.8200,2006-06-30,13.2200,IAF
440,13.1800,2006-05-31,13.7500,IAF
441,13.6200,2006-04-28,13.1100,IAF
442,12.9900,2006-03-31,13.4500,IAF
443,13.4500,2006-02-28,13.2300,IAF
444,13.1700,2006-01-31,12.7500,IAF
445,12.9900,2005-12-30,12.9200,IAF
446,12.8200,2005-11-30,13.0000,IAF
447,12.9600,2005-10-31,13.2500,IAF
448,13.4300,2005-09-30,12.7600,IAF
449,13.0000,2005-08-31,12.0100,IAF
450,12.1000,2005-07-29,12.1500,IAF
451,12.1700,2005-06-30,11.6400,IAF
452,11.5900,2005-05-31,11.2000,IAF
453,11.1600,2005-04-29,11.3800,IAF
454,11.3900,2005-03-31,12.5500,IAF
455,12.4900,2005-02-28,11.4800,IAF
456,11.4000,2005-01-31,11.6000,IAF
457,11.6500,2004-12-31,11.2300,IAF
458,11.4800,2004-11-30,10.2800,IAF
459,10.2500,2004-10-29,9.2300,IAF
460,9.2000,2004-09-30,8.6200,IAF
461,8.6900,2004-08-31,8.6200,IAF
462,8.6100,2004-07-30,8.5000,IAF
463,8.3700,2004-06-30,8.3800,IAF
464,8.4000,2004-05-28,8.1100,IAF
465,8.1800,2004-04-30,9.4400,IAF
466,9.4400,2004-03-31,9.6000,IAF
467,9.5600,2004-02-27,8.9000,IAF
468,8.8700,2004-01-30,9.2000,IAF
469,9.1400,2003-12-31,8.3500,IAF
470,8.3500,2003-11-28,8.4000,IAF
471,8.4000,2003-10-31,7.5800,IAF
472,7.6000,2003-09-30,7.4200,IAF
473,7.4800,2003-08-29,7.1500,IAF
474,7.1500,2003-07-31,7.1500,IAF
475,7.1200,2003-06-30,7.0300,IAF
476,7.0100,2003-05-30,6.3700,IAF
477,6.3700,2003-04-30,6.0500,IAF
478,6.0400,2003-03-31,6.1000,IAF
479,6.0500,2003-02-28,6.2500,IAF
480,6.2000,2003-01-31,5.8900,IAF
481,5.9100,2002-12-31,5.9800,IAF
482,5.9500,2002-11-29,5.7300,IAF
483,5.7300,2002-10-31,5.4900,IAF
484,5.4700,2002-09-30,5.8500,IAF
485,5.8900,2002-08-30,5.5300,IAF
486,5.5800,2002-07-31,6.2200,IAF
487,6.2400,2002-06-28,6.5500,IAF
488,6.5400,2002-05-31,5.9600,IAF
489,5.9900,2002-04-30,6.0000,IAF
490,6.0000,2002-03-28,6.0300,IAF
491,5.9600,2002-02-28,5.7900,IAF
492,5.8400,2002-01-31,5.4500,IAF
493,5.4900,2001-12-31,5.5000,IAF
494,5.5000,2001-11-30,5.2900,IAF
495,5.2900,2001-10-31,5.1000,IAF
496,5.1500,2001-09-28,5.8600,IAF
497,5.8500,2001-08-31,5.7300,IAF
498,5.7000,2001-07-31,6.0100,IAF
499,6.1300,2001-06-29,5.8500,IAF
500,5.8200,2001-05-31,5.6500,IAF
501,5.6600,2001-04-30,5.3900,IAF
502,5.3900,2001-03-30,5.9400,IAF
503,5.8700,2001-02-28,6.2800,IAF
504,6.1900,2001-01-31,5.8750,IAF
505,5.8125,2000-12-29,5.8125,IAF
506,5.7500,2000-11-30,5.7500,IAF
507,5.8750,2000-10-31,5.8750,IAF
508,5.8750,2000-09-29,6.5000,IAF
509,6.5000,2000-08-31,6.4375,IAF
510,6.5000,2000-07-31,6.8125,IAF
511,6.8750,2000-06-30,6.0000,IAF
512,6.0000,2000-05-31,6.3750,IAF
513,6.4375,2000-04-28,6.8750,IAF
514,6.9375,2000-03-31,6.8125,IAF
515,6.9375,2000-02-29,7.3750,IAF
516,9.3300,2018-01-12,8.9200,CH
517,8.9300,2017-12-29,7.9800,CH
518,7.9900,2017-11-30,8.9900,CH
519,8.9100,2017-10-31,8.3900,CH
520,8.3900,2017-09-29,8.2000,CH
521,8.1700,2017-08-31,7.9800,CH
522,7.6800,2017-07-31,7.0900,CH
523,7.0800,2017-06-30,7.0400,CH
524,7.0292,2017-05-31,6.9900,CH
525,7.0600,2017-04-28,7.0000,CH
526,6.9800,2017-03-31,6.4400,CH
527,6.4400,2017-02-28,6.2800,CH
528,6.2500,2017-01-31,6.0200,CH
529,5.9600,2016-12-30,6.1540,CH
530,6.1000,2016-11-30,6.4800,CH
531,6.4900,2016-10-31,6.2400,CH
532,6.2700,2016-09-30,6.2600,CH
533,6.2500,2016-08-31,6.4300,CH
534,6.4284,2016-07-29,6.2500,CH
535,6.2500,2016-06-30,6.0600,CH
536,6.0400,2016-05-31,6.5700,CH
537,6.5200,2016-04-29,5.9500,CH
538,6.0100,2016-03-31,5.6300,CH
539,5.5700,2016-02-29,5.4500,CH
540,5.5500,2016-01-29,5.4700,CH
541,5.5800,2015-12-31,5.7700,CH
542,5.7900,2015-11-30,6.2300,CH
543,6.1900,2015-10-30,6.0000,CH
544,5.9800,2015-09-30,6.1000,CH
545,6.2600,2015-08-31,6.3400,CH
546,6.4100,2015-07-31,7.0500,CH
547,7.1200,2015-06-30,7.5100,CH
548,7.5500,2015-05-29,7.5600,CH
549,7.5700,2015-04-30,7.5700,CH
550,7.4500,2015-03-31,7.7200,CH
551,7.7500,2015-02-27,7.2400,CH
552,7.2200,2015-01-30,7.4000,CH
553,7.4400,2014-12-31,8.0400,CH
554,8.0300,2014-11-28,8.1800,CH
555,8.2600,2014-10-31,8.6400,CH
556,8.5600,2014-09-30,9.2500,CH
557,9.2199,2014-08-29,9.9100,CH
558,9.9600,2014-07-31,10.2200,CH
559,10.1200,2014-06-30,10.4000,CH
560,10.3500,2014-05-30,10.6200,CH
561,10.6600,2014-04-30,11.7700,CH
562,11.7200,2014-03-31,11.0100,CH
563,11.0200,2014-02-28,11.6000,CH
564,11.6200,2014-01-31,10.5500,CH
565,10.5500,2013-12-31,10.8800,CH
566,10.8500,2013-11-29,13.0400,CH
567,13.0400,2013-10-31,13.4000,CH
568,13.4962,2013-09-30,13.6000,CH
569,13.6700,2013-08-30,13.8400,CH
570,13.6000,2013-07-31,13.3400,CH
571,13.3000,2013-06-28,14.8100,CH
572,14.9000,2013-05-31,14.7900,CH
573,14.7000,2013-04-30,15.6700,CH
574,15.7769,2013-03-28,15.9500,CH
575,15.9500,2013-02-28,15.7600,CH
576,15.7800,2013-01-31,15.2500,CH
577,15.0900,2012-12-31,14.8800,CH
578,14.9000,2012-11-30,15.2600,CH
579,15.2600,2012-10-31,15.4000,CH
580,15.3800,2012-09-28,15.1200,CH
581,15.2600,2012-08-31,15.4600,CH
582,15.3801,2012-07-31,15.2200,CH
583,15.2410,2012-06-29,14.1600,CH
584,14.3100,2012-05-31,17.3200,CH
585,17.2500,2012-04-30,19.0800,CH
586,19.2300,2012-03-30,17.9800,CH
587,17.8200,2012-02-29,17.4700,CH
588,17.3800,2012-01-31,15.2200,CH
589,15.0400,2011-12-30,15.7000,CH
590,15.6100,2011-11-30,16.4800,CH
591,16.7500,2011-10-31,14.2500,CH
592,14.1500,2011-09-30,19.8600,CH
593,20.0500,2011-08-31,20.2500,CH
594,19.8700,2011-07-29,21.6700,CH
595,21.6700,2011-06-30,21.7600,CH
596,21.8430,2011-05-31,22.3800,CH
597,22.1900,2011-04-29,21.3100,CH
598,21.2200,2011-03-31,19.6000,CH
599,19.7400,2011-02-28,20.1100,CH
600,20.0500,2011-01-31,22.5400,CH
601,22.6700,2010-12-31,23.4200,CH
602,23.3500,2010-11-30,22.4700,CH
603,22.5500,2010-10-29,22.7900,CH
604,22.7800,2010-09-30,20.0300,CH
605,20.0200,2010-08-31,19.0700,CH
606,19.0600,2010-07-30,17.1200,CH
607,17.3899,2010-06-30,17.2000,CH
608,17.3200,2010-05-28,18.2700,CH
609,18.1600,2010-04-30,17.6000,CH
610,17.9000,2010-03-31,17.6700,CH
