weeknum,close,bounce price,roi
1,32.36009900990098,32.088316831683166,0.008469817212396176
2,32.62752475247524,32.088316831683166,0.016803870505905538
3,32.507227722772285,32.088316831683166,0.013054935018451876
4,31.780495049504946,32.088316831683166,-0.009592955086827256
5,31.507029702970296,32.088316831683166,-0.018115226540611866
6,32.02410000000002,31.887199999999996,0.004293258737048785
7,32.58616161616161,32.00828282828282,0.018054039042924505
8,33.106969696969706,32.00828282828282,0.03432507999823324
9,33.359191919191915,32.00828282828282,0.04220498482084816
10,33.51762626262627,32.00828282828282,0.04715477685700088
11,33.520505050505065,32.00828282828282,0.04724471569858874
12,33.50676767676768,32.00828282828282,0.046815533858029446
13,33.50979797979798,32.00828282828282,0.046910206322858534
14,33.15444444444445,32.00828282828282,0.03580828194722362
15,32.68678571428572,32.07224489795918,0.019161141300889827
16,32.71367346938776,32.07224489795918,0.019999490945187694
17,32.332244897959185,32.07224489795918,0.008106697888695325
18,32.390969387755106,32.07224489795918,0.009937704417323376
19,32.321122448979594,32.07224489795918,0.007759904297695423
20,32.1737113402062,32.25030927835052,-0.0023751070876006854
21,31.873402061855657,32.25030927835052,-0.011686933394709487
22,31.682164948453632,32.25030927835052,-0.01761670950170643
23,30.748659793814436,32.25030927835052,-0.04656232818034197
24,30.630412371134025,32.25030927835052,-0.05022887976779576
25,31.44237113402062,32.25030927835052,-0.025052105310266522
26,31.582410309278348,32.25030927835052,-0.02070984694464714
